"aa_id"|"school_id"|"course"|"entryyear"|"referral"|"registerdate"|"lastupdate"|"staffid"|"aa_remark"|"result_remark"|"remark_to_school"|"eventdate"|"eventtime"|"enroll_status"|"enroll_sub_status"|"coursedetail"|"s_detail"|"scholarship"|"event"
"S012559"|4|"Year 9"|"201409"|"N"|"20130903"|"20131224113538"|"AA00007"|""|""|"HK Bursary Applicant-also attend music audition"|"20130922"|"09:30"|"TNFA"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S009667"|21|"Year 12"|"201409"|"N"|"20130716"|"20131224121936"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-02 : DL 8/12"|""|"Francis is interested in academic and music scholarship.He plays the percussion (grade 7)."|"20130922"|"12:15"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030448"|3|"Year 12"|"201409"|"N"|"20131005"|"20131224122037"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-13 : sch first rejected even after ask to reconsider appt, now offer a place
2013-10-08 : regff send to sch together with exam pps
2013-10-05 : brother of Kristy WONG, an old student now studying in UCL"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S030229"|17|"Year 12"|"201409"|"N"|"20131019"|"20131224122102"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-06 : DL 20/12"|"Maths, Chem, Econ"|""|"20131019"|"16:00"|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S008057"|16|"Year 12"|"201409"|"N"|"20130712"|"20131224122122"|"AA00019"|"2013-12-24 : deposit pack done"|"FRIEND OF ROLAND CHAN"|""|"20130921"|"11:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S001408"|16|"Year 10"|"201409"|"N"|"20130712"|"20131224122205"|"AA00019"|"2013-12-24 : deposit pack done
2013-07-20 : sch cmf can interview in TS13
2013-07-15 : info sent to sch to cp for y10, see if allow interview in TS13
2013-07-12 : pending cp with epsom for y10, awt sch report from p
2013-07-12 : sch cmf DOB ok"|""|"School agreed to interview Jeremy."|"20130922"|"11:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S011119"|543|"Year 12"|"201409"|"N"|"20130711"|"20131224122256"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-11 : DL 16/12
2013-08-06 : reg form and passport copy e to sch
2013-07-25 : reg form e to p
2013-07-20 : can reg and interview in oct13, awt reg form from sch
2013-07-15 : info sent to sch to cp"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S011594"|29|"Year 12"|"201409"|"N"|"20131020"|"20131224122313"|"AA00019"|"2013-12-24 : deposit pack doen
2013-10-10 : pre booked appt, interview schedule e to p"|""|""|"20131020"|"12:20"|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S007890"|674|"Year 12"|"201409"|"N"|"20130702"|"20131224122330"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-13 : p said will accept offer, asking sch for payment schedule
2013-11-01 : DL 12/12
2013-09-26 : cmf by p and sch, skype booked 9/10 10am uk time, 5pm hk time
2013-09-25 : sch suggested 9 th oct 10am uk time for skype
2013-09-24 : reg form e to sch, suggested skype on 9th wed 10am - 11am uk time"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S012511"|533|"Year 12"|"201409"|"N"|"20130726"|"20131224122358"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-30 : DL 6/12
2013-10-31 : exam: math and econ"|""|""|"20130921"|"17:15"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S010878"|345|"Year 12"|"201409"|"N"|"20130824"|"20131224122440"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-02 : DL 6/12
2013-08-29 : regff e to sch"|""|""|""|""|"DEPOSITED"|"Scholarship-Academic Scholarship"|""|"Sixth Form Academic Scholarship of 10% of the School boarding fees"|10|""
"S012049"|3|"Year 10"|"201409"|"N"|"20130831"|"20131224122504"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-11 : DL 24/12
2013-10-18 : completed sch exam on 18/10 at BC, pps e and post to sch on 21/10 by BC
2013-10-10 : proposed exam at BC on 18/10
2013-10-05 : arranging exam at BC shanghai"|""|""|"20130921"|"16:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030308"|13|"Year 9"|"201409"|"N"|"20130906"|"20131224122535"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130922"|"14:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S009860"|9|"Year 9"|"201409"|"N"|"20130712"|"20131224122556"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130921"|"10:00"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S012373"|687|"Year 9"|"201409"|"N"|"20131020"|"20131224122617"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-11 : DL 16/12
2013-10-24 : p said sch told them no year 8 entry but can allow student to apply for year 9"|""|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S009805"|12|"Year 12"|"201409"|"N"|"20130712"|"20131224122637"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-29 : DL 11/12
2013-10-03 : p wrote to sch directly and sch cmf can sit the exam
2013-09-28 : p will write to sch directly to see if can reconsider appt"|""|""|"20130921"|"10:15"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S012632"|11|"Year 12"|"201409"|"N"|"20130808"|"20131224122724"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130921"|"12:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S012163"|12|"Year 12"|"201409"|"N"|"20130712"|"20131224122754"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-29 : DL 11/12"|""|""|"20130922"|"16:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030469"|274|"Year 8"|"201409"|"N"|"20131008"|"20131224123014"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-22 : p said they are extending DL with sch direct
2013-11-12 : DL 22 Nov
2013-10-23 : did interview with mr morris during oct expo period in AA office
2013-10-10 : originally referral frm sch for exam, now sch cmf treat as AA student, will pay commission if student join KW
2013-10-08 : told p abt invigilation fee"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S012010"|3|"Year 10"|"201409"|"N"|"20130715"|"20131224123027"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-13 : DL 1/12"|""|""|"20130923"|"10:00"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S010098"|4|"Year 9"|"201409"|"Y"|"20130712"|"20131224123045"|"AA00019"|"2013-12-24 : deposit pack done
2013-10-05 : exam invoice e to p
2013-10-04 : exam invoice requested
2013-09-28 : TS13 audition ok, p will proceed
2013-07-12 : Student is already registered with the school directly."|"MUSIC SCHOLAR"|"Music Scholarship Applicant. Registered."|"20130922"|"11:30"|"DEPOSITED"|"Scholarship-Music Scholarship"|""|"10% of school fee and free tuition on violin and voice"|10|"TOP SCHOOLS WEEKEND 2013"
"S012649"|11|"Year 12"|"201409"|"N"|"20130812"|"20131224123100"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130923"|"11:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S012016"|573|"Year 12"|"201409"|"N"|"20130826"|"20131224123327"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-03 : DL 8/12
2013-11-25 : did Skype with sch direct on 25 Nov at home
2013-09-25 : no more hk interview appt but can arrange Skype later
2013-09-03 : told p sch said very competitive this year and told p chance is low, but p stil wanna try"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S010920"|13|"Year 10"|"201409"|"N"|"20130805"|"20131224123344"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130921"|"10:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030198"|274|"Year 9"|"201409"|"N"|"20131020"|"20131224123356"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-11 : DL 20/12"|""|"Friend of Nicole TSE"|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S012432"|16|"Year 12"|"201409"|"N"|"20130723"|"20131224123500"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-09 : p paid deposit and advance in one go GBP 8000"|""|""|"20130923"|"15:15"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S011828"|21|"Year 12"|"201409"|"N"|"20130712"|"20131224123517"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130921"|"17:15"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030622"|251|"Year 10"|"201409"|"N"|"20131020"|"20131224123534"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S010257"|16|"Year 9"|"201409"|"N"|"20130914"|"20131224123608"|"AA00019"|"2013-12-24 : deposit pack done
2013-12-16 : p sent deposit and acceptance doc to sch direct
2013-12-02 : p extended DL to mid Feb with sch directly"|""|""|"20130921"|"14:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S011938"|20|"Year 9"|"201409"|"N"|"20130429"|"20131224123625"|"AA00019"|"2013-12-24 : deposit pack done
2013-07-18 : appt info e to p"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S012113"|251|"Year 12"|"201409"|"N"|"20131019"|"20131224123642"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-29 : sch cmf place is now unconditional with new subject combination
2013-11-06 : completed sch tests
2013-10-22 : awt exam pps frm sch"|"Need to sit School Maths and Eng test"|""|""|""|"DEPOSITED"|"Normal"|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S012281"|197|"Year 12"|"201409"|"N"|"20130815"|"20131224123658"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-29 : if wishes to study Maths at AL must obtain at least A in IGCSE
2013-11-29 : DL 13/12
2013-11-09 : cmf Skype 13 nov 1015am uk time, cmf by sch and p
2013-10-11 : arrange Skype with Mrs Myra Dance directly on e-mail address english@premierenglish.com
2013-10-11 : exam pp re
2013-08-17 : sch can arrange SV on 27 aug at 12pm, awt p to cmf
2013-08-15 : arranging SV on 26 and 27 Aug"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S030695"|101|"Year 12"|"201409"|"N"|"20131102"|"20131224123745"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-25 : skype booked 6 Dec 930am Uk time
2013-11-13 : told p abt ielts requirement
2013-11-11 : sch said sit math, chem and bio papers"|""|""|""|""|"DEPOSITED"|"Conditional"|""|""|0|""
"S009612"|11|"Year 9"|"201409"|"N"|"20130712"|"20131224123817"|"AA00019"|"2013-12-24 : deposit pack done"|"FRIEND OF SHARON CHAN"|""|"20130921"|"12:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S006434"|413|"Year 12"|"201409"|"N"|"20131019"|"20131224123834"|"AA00019"|"2013-12-24 : deposit pack done
2013-11-19 : DL 10/12 set by ada"|""|""|""|""|"DEPOSITED"|"Normal"|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S012455"|13|"Year 12"|"201409"|"N"|"20130808"|"20131227093558"|"AA00019"|"2013-12-24 : deposit pack done"|""|""|"20130921"|"10:30"|"Drop"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S011645"|3|"Year 9"|"201409"|"N"|"20130821"|"20131227101929"|"AA00033"|"2013-11-21 : Extended DL to 13th Dec
2013-11-13 : DL 1st Dec
2013-10-02 : Regff rec'd"|""|""|"20130921"|"10:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S010198"|6|"Year 12"|"201409"|"Y"|"20120911"|"20131227104132"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S010198"|318|"Year 12"|"201409"|"N"|"20130912"|"20131227104140"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S010198"|22|"Year 12"|"201409"|"N"|"20130912"|"20131227104145"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S006298"|573|"Year 9"|"201409"|"N"|"20110201"|"20131227104234"|"AA00007"|"can arrnge pre-test and interview in sept 2011 and sch will decide if she is suitable for Y9 in 2013/2014
20 Jul 11: regff e+reg S
3.10.11: cfmed Sep 2014
7.7.12: All I can advise at the moment is that testing will be held at the College between the 18th September and 27th September 2012, so we would expect it to be during this time.
Interview: Sunday 30th September at 2.00pm.JW Marriott Hotel, Pacific Place, 88 Queensway Hong Kong
24 Sep 12: completed exam courier s"|""|""|""|""|"Rejected"|" "|""|""|0|""
"S010109"|6|"Year 9"|"201409"|"Y"|"20121016"|"20131227104300"|"AA00007"|""|""|""|"20121020"|"09:40"|"TNFA"|" "|""|""|0|"HARROW SCHOOL (SECOND INTERVIEW-20 OCT 2012)"
"S030684"|1|"Year 9"|"201409"|"N"|"20131224"|"20131227104840"|"AA00019"|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S011372"|3|"Year 12"|"201409"|"N"|"20130831"|"20131227114407"|"AA00007"|"2013-12-27 : house_asking for Mary Windsor
2013-12-23 : deposited ed s
2013-12-13 : OFFERED ED P
2013-11-14 : REJECTED ED P
2013-10-02 : regff sent with TS"|""|""|"20130921"|"14:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030338"|101|"Year 12"|"201409"|"N"|"20130907"|"20131227120305"|"AA00039"|"2013-09-07 : exam papers: Chemistry, Biology and Maths"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S030313"|103|"Year 12"|"201409"|"N"|"20131019"|"20131227145609"|"AA00020"|""|""|""|""|""|"Declined"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S012455"|20|"Year 12"|"201409"|"N"|"20130730"|"20131227152132"|"AA00019"|"2013-12-27 : deposit pack done
2013-07-30 : reg info gave to p"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S012638"|101|"Year 12"|"201409"|"N"|"20131019"|"20131227173135"|"AA00033"|"2013-12-20 : New DL 30thDec
2013-12-20 : Unconditional offer, DL 25thDec"|"1) Bio, Chem, Maths, Phy
2) Sch requires IGCSE transcripts"|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S011037"|101|"Year 12"|"201409"|"N"|"20131019"|"20131227180350"|"AA00039"|""|"Pls confirm subject choices with P"|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S011376"|110|"Year 9"|"201409"|"N"|"20131020"|"20131227182301"|"AA00007"|""|"1) 13+ Exam
2) Exam in Jan 2014"|""|""|""|"TNFA"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S011376"|330|"Year 9"|"201409"|"N"|"20131104"|"20131227182310"|"AA00007"|"2013-11-04 : ed regf to p"|""|""|""|""|"TNFA"|" "|""|""|0|""
"S011376"|593|"Year 9"|"201409"|"N"|"20131112"|"20131227182320"|"AA00007"|"2013-11-12 : proceed: not yet informed p"|""|""|""|""|"TNFA"|" "|""|""|0|""
"S008956"|20|"Year 12"|"201409"|"N"|"20130722"|"20131227182759"|"AA00007"|"2013-11-06 : offer  letter ed p
2013-09-12 : Received reg form & fee, waiting to send out in bulk mail
2013-07-22 : st regn form & doc"|""|""|""|""|"Declined"|" "|""|""|0|""
"S004370"|29|"Year 12"|"201409"|"N"|"20131016"|"20131227183227"|"AA00007"|""|""|""|"20131020"|"14:20"|"TNFA"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S012433"|110|"Year 12"|"201409"|"N"|"20131019"|"20131227183504"|"AA00007"|""|"1) EAL, Maths + 2 Science
2) Exam in Nov 2013"|""|""|""|"TNFA"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S012433"|302|"Year 12"|"201409"|"N"|"20131106"|"20131227183517"|"AA00007"|"2013-12-14 : declined, es
2013-11-22 : regf ed s. pending fee
2013-11-06 : int at hotel on 7 Nov 13 Thur 5pm"|""|""|""|""|"Declined"|" "|""|""|0|""
"S012433"|367|"Year 12"|"201409"|"N"|"20131024"|"20131227183526"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S012566"|4|"Year 9"|"201409"|"N"|"20130827"|"20131227183600"|"AA00007"|""|""|"HK Bursary Applicant-also attend music audition"|"20130922"|"09:20"|"Cannot Proceed"|" "|""|""|0|"CHARTERHOUSE – THE HONG KONG BURSARY INTERVIEW (21-22 SEP 2013)"
"S009737"|7|"Year 12"|"201409"|"N"|"20131005"|"20131227183635"|"AA00007"|""|""|""|"20131101"|"13:15"|"TNFA"|" "|""|""|0|"HEADINGTON SCHOOL – 2ND INTERVIEW (SEP 2014 SIXTH FORM ENTRY)"
"S030424"|21|"Year 12"|"201409"|"N"|"20131003"|"20131227183655"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S006674"|130|"Year 12"|"201409"|"N"|"20130904"|"20131227183748"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S006674"|20|"Year 12"|"201409"|"N"|"20110330"|"20131227183754"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S006674"|21|"Year 12"|"201409"|"N"|"20130904"|"20131227183800"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S006269"|7|"Year 12"|"201409"|"N"|"20131007"|"20131227183839"|"AA00007"|""|""|""|"20131016"|"12:15"|"TNFA"|" "|""|""|0|"HEADINGTON SCHOOL – 2ND INTERVIEW (SEP 2014 SIXTH FORM ENTRY)"
"S006269"|454|"Year 12"|"201409"|"N"|"20130914"|"20131227183847"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S006269"|462|"Year 12"|"201409"|"N"|"20130808"|"20131227183853"|"AA00007"|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S012430"|154|"Year 10"|"201409"|"N"|"20130830"|"20131227184131"|"AA00007"|"2013-12-27 : rj: s ed p direct
2013-09-20 : reg form + fee sent to sch
2013-08-30 : ed reg f to p"|""|""|""|""|"Rejected"|" "|""|""|0|""
"S011983"|134|"Year 12"|"201409"|"N"|"20131019"|"20131227184246"|"AA00007"|""|"Unconditional offers"|""|""|""|"Declined"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S011983"|380|"Year 12"|"201409"|"N"|"20131019"|"20131227184251"|"AA00007"|"2013-12-13 : offered ed p"|"English & Biology"|""|""|""|"Declined"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S011983"|524|"Year 12"|"201409"|"N"|"20131019"|"20131227184300"|"AA00007"|""|"Eng Lit, Bio"|"photo already given to school"|""|""|"Withdrawn"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030324"|7|"Year 12"|"201409"|"N"|"20130907"|"20131228095405"|"AA00020"|""|""|""|"20130923"|"12:45"|"Declined"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S012540"|533|"Year 9"|"201409"|"N"|"20130808"|"20131228102537"|"AA00033"|"2013-12-28 : Gave DP
2013-12-19 : DL 10thJan
2013-09-28 : Rec'd regff"|""|""|"20130923"|"12:15"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030474"|58|"Year 12"|"201409"|"N"|"20131019"|"20131228111439"|"AA00019"|""|""|""|""|""|"Declined"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030474"|110|"Year 12"|"201409"|"N"|"20131019"|"20131228111816"|"AA00019"|"2013-12-28 : ada done deposit pack with p"|"1) Eng Lit, Chem, Geog, Psycology
2) Exam in Nov 2013"|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030251"|3|"Year 12"|"201409"|"N"|"20131101"|"20131228113000"|"AA00020"|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S011625"|101|"Year 12"|"201409"|"N"|"20131019"|"20131228125530"|"AA00039"|""|"Maths, Chem, Bio, Phy"|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S011163"|17|"Year 12"|"201409"|"N"|"20131019"|"20131228135354"|"AA00033"|""|"Maths, Chem, Econ"|""|""|""|"Awaiting Offer"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S008250"|257|"Year 12"|"201409"|"N"|"20130902"|"20131228153902"|"AA00019"|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S030486"|101|"Year 12"|"201409"|"N"|"20131019"|"20131228162853"|"AA00033"|"2013-12-28 : Gave DP
2013-12-21 : Unconditional offer: DL 30thDec
2013-11-05 : Reg form rec'd"|""|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030264"|197|"Year 9"|"201409"|"N"|"20130903"|"20131228175909"|"AA00019"|"2013-12-28 : deposit pack done
2013-11-23 : new DL mid Dec
2013-11-20 : DL 2/12
2013-10-08 : exam pp re"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S030264"|545|"Year 9"|"201409"|"N"|"20130903"|"20131228180638"|"AA00019"|"2013-09-20 : a bit weak compare with others and only few places for y9 sep14 but can still reg if p want
2013-09-10 : chased sch for feedback"|""|""|""|""|"Declined"|" "|""|""|0|""
"S007899"|113|"Year 12"|"201409"|"N"|"20130923"|"20131230095911"|"AA00019"|"2013-10-25 : sch needs nov mock exam results before making decision to accept appt or not, p said report won't be available until dec"|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S012618"|11|"Year 12"|"201409"|"N"|"20130823"|"20131230155458"|"AA00039"|"2013-12-30 : DP and term dates given to P
2013-12-13 : Extended DL to 6thJan
2013-12-11 : DL 16th Dec"|""|""|"20130922"|"14:45"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030428"|11|"Year 12"|"201409"|"N"|"20131010"|"20131230160646"|"AA00039"|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S030253"|89|"Year 10"|"201409"|"N"|"20131005"|"20131230162416"|"AA00020"|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S007592"|273|"Year 6"|"201404"|"N"|"20131004"|"20131230164200"|"AA00019"|"2013-12-30 : deposit pack done
2013-12-30 : copy of deposit doc e to sch, original will be brought bk to uk by sister Cherry
2013-10-04 : sch cmf can interview Donald at Expo day 2, interview schedule e to p
2013-10-04 : 2013-07-15 : sch cmf happy to consider for Year 6 jan14 entry, info sent to sch for reference
2013-10-04 : 2013-07-15 : younger brother of Cherry Ng (current student)"|""|"Registered. Sister Cherry Ng is a current Year 7 student."|""|""|"DEPOSITED"|" "|""|""|0|""
"S012475"|299|"Year 12"|"201409"|"N"|"20131113"|"20131230164549"|"AA00019"|"2013-11-14 : awting info from sch
2013-11-14 : need Ukiset exam"|""|""|""|""|"TNFA"|" "|""|""|0|""
"S011770"|21|"Year 12"|"201409"|"N"|"20130919"|"20131230182831"|"AA00019"|"2013-12-30 : p said will write to sch directly regarding drop place and will cc ada
2013-12-24 : deposit pack done
2013-12-09 : p said mr chung posted the bank draft and forms to sch directly using reg post"|""|"Slightly off the English benchmark but is a very capable student."|"20130921"|"17:00"|"Drop"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S008776"|468|"Year 12"|"201409"|"N"|"20130717"|"20131231101034"|"AA00020"|"2013-12-04 : minimum 6 Bs"|""|""|""|""|"DEPOSITED"|"Conditional"|""|""|0|""
"S010883"|101|"Year 12"|"201409"|"N"|"20131019"|"20131231101648"|"AA00039"|"2013-11-04 : registration form in student's orange folder"|"1) Add Maths, Chem, Bio, English
2) Speak to P about subject choices, CSFC suggests only take 4/ Sch need latest sch reports and IGCSE transcripts"|""|""|""|"Declined"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030692"|389|"Year 12"|"201409"|"N"|"20131107"|"20131231101729"|"AA00020"|"2013-11-09 : Food Tech, Media Studies, Biology, Business Studies"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S012131"|377|"Year 12"|"201409"|"N"|"20130805"|"20131231102129"|"AA00020"|""|""|""|""|""|"Drop"|" "|""|""|0|""
"S012540"|100|"Year 9"|"201409"|"N"|"20130810"|"20131231110007"|"AA00033"|"2013-08-20 : Sent Reg form to sch, reg fee not yet paid
2013-08-14 : No need reg fee now, just reg then take tests in Spring."|""|""|""|""|"Withdrawn"|" "|""|""|0|""
"S030636"|50|"Year 9"|"201409"|"N"|"20131020"|"20131231114158"|"AA00033"|"2013-12-07 : DL 6th Jan\"|""|""|""|""|"DEPOSITED"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030279"|11|"Year 9"|"201404"|"N"|"20130831"|"20131231133315"|"AA00019"|"2013-12-11 : will join sch in Feb14
2013-12-04 : sch rejected y10 sep14 and after reconsideration they are able to offer Year 9 Jan14 entry but ask student to attend intensive eng course during sumemr break"|""|"Carlton will also be interested in Year 9 Jan2014 entry."|"20130922"|"10:30"|"DEPOSITED"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
"S030245"|524|"Year 12"|"201409"|"N"|"20131020"|"20131231141138"|"AA00002"|"2013-10-24 : English and Maths
2013-10-20 : Registered on 19 Oct 2013 after 18:00"|"Maths, BS"|""|""|""|"TNFA"|" "|""|""|0|"UK EDUCATION EXPO (OCT 2013)"
"S030365"|136|"Year 9"|"201409"|"N"|"20130930"|"20131231152054"|"AA00020"|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S011533"|15|"Year 8"|"201409"|"N"|"20130925"|"20140102095959"|"AA00002"|"2013-12-21 : offered in Y8 in Spet 2014, exam is for setting purpose
2013-11-08 : father now requested Y8 Sept 2014 instead of Y7 April 2014
2013-09-26 : DL: 7 Oct 13
2013-09-26 : may reapply for visa in Dec 13
2013-09-25 : father wants Jan 14 entry, studying at Royal High School Bath as the moment, need to change visa, will be back to HK in Oct for half term holiday"|""|""|""|""|"Withdrawn"|" "|""|""|0|""
"S012630"|100|"Year 12"|"201409"|"N"|"20130917"|"20140102104418"|"AA00033"|"2013-12-03 : DL 9th Dec
2013-11-01 : Rec'd pps by post: Literacy, VR, EFL, Maths, Physics, Chem (DL 11th Nov must email+post back pps)
2013-10-09 : Will send exam pps late Oct. (Now sent sample pps for Thomas)
2013-10-08 : Regff rec'd
2013-09-19 : Can take entrance test (nt scholarship) + Int in AA
2013-09-19 : Closing date fro applications is Friday 11th October 2013."|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S030891"|257|"Year 9"|"201409"|"N"|"20140102"|"20140102104605"|"AA00029"|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S030891"|360|"Year 9"|"201409"|"N"|"20140102"|"20140102104611"|"AA00029"|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S030891"|557|"Year 9"|"201409"|"N"|"20140102"|"20140102104617"|"AA00029"|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S030365"|11|"Year 9"|"201409"|"N"|"20130912"|"20140102110722"|"AA00020"|""|""|""|"20130923"|"17:30"|"Declined"|" "|""|""|0|"TOP SCHOOLS WEEKEND 2013"
