"scheduledate"|"scheduletimeslot"|"staffid"|"aa_id"|"remarks"|"scheduletype"|"scheduleaction"|"school_id"
"20250420"|4|"AA00136"|""|""|""|""|0
"20250420"|4|"AA00115"|""|""|""|""|0
"20241104"|13|"AA00007"|""|"lunch with BEA and Tim
The luncheon starts at 12:30pm on 22/F, Banquet Room, The Bank of East Asia Building, 10 Des Voeux Road Central.
meet on 2/F"|""|""|0
"20250420"|4|"AA00107"|""|""|""|""|0
"20241104"|14|"AA00007"|""|"lunch with BEA and Tim
The luncheon starts at 12:30pm on 22/F, Banquet Room, The Bank of East Asia Building, 10 Des Voeux Road Central.
meet on 2/F"|""|""|0
"20241104"|15|"AA00007"|""|"lunch with BEA and Tim
The luncheon starts at 12:30pm on 22/F, Banquet Room, The Bank of East Asia Building, 10 Des Voeux Road Central.
meet on 2/F"|""|""|0
"20241104"|16|"AA00007"|""|"lunch with BEA and Tim
The luncheon starts at 12:30pm on 22/F, Banquet Room, The Bank of East Asia Building, 10 Des Voeux Road Central.
meet on 2/F"|""|""|0
"20241104"|17|"AA00007"|""|"lunch with BEA and Tim
The luncheon starts at 12:30pm on 22/F, Banquet Room, The Bank of East Asia Building, 10 Des Voeux Road Central.
meet on 2/F"|""|""|0
"20241104"|18|"AA00007"|""|"lunch with BEA and Tim
The luncheon starts at 12:30pm on 22/F, Banquet Room, The Bank of East Asia Building, 10 Des Voeux Road Central.
meet on 2/F"|""|""|0
"20241108"|33|"AA00007"|""|""|"School"|""|30159
"20241108"|34|"AA00007"|""|""|"School"|""|30159
"20241108"|35|"AA00007"|""|""|"School"|""|30159
"20241108"|36|"AA00007"|""|""|"School"|""|30159
"20250420"|4|"AA00113"|""|""|""|""|0
"20241114"|27|"AA00115"|""|""|"Meeting"|""|0
"20241114"|28|"AA00115"|""|""|"Meeting"|""|0
"20241114"|29|"AA00115"|""|""|"Meeting"|""|0
"20250420"|4|"AA00084"|""|""|""|""|0
"20250110"|42|"AA00007"|""|"dinner with CC"|""|""|0
"20250110"|43|"AA00007"|""|"dinner with CC"|""|""|0
"20241102"|14|"AA00082"|""|""|""|""|0
"20250110"|44|"AA00007"|""|"dinner with CC"|""|""|0
"20241114"|25|"AA00082"|""|"Bettina"|"Others"|""|0
"20241114"|26|"AA00082"|""|"Bettina"|"Others"|""|0
"20241114"|27|"AA00082"|""|"Bettina"|"Others"|""|0
"20241114"|28|"AA00082"|""|"Bettina"|"Others"|""|0
"20250110"|45|"AA00007"|""|"dinner with CC"|""|""|0
"20241115"|11|"AA00115"|"S045203"|""|"Consultation"|""|0
"20241115"|12|"AA00115"|"S045203"|""|"Consultation"|""|0
"20250420"|3|"AA00113"|""|""|""|""|0
"20250420"|3|"AA00084"|""|""|""|""|0
"20241205"|16|"AA00082"|"S045264"|"face con only

mom request lady cic

(GL 4/12) (Confirmed)"|"AA Test"|"Show Up"|0
"20241205"|15|"AA00082"|"S045264"|"face con only

mom request lady cic

(GL 4/12) (Confirmed)"|"AA Test"|"Show Up"|0
"20241211"|18|"AA00007"|""|"meeting Mr To"|""|""|0
"20250420"|3|"AA00082"|""|""|""|""|0
"20250420"|3|"AA00130"|""|""|""|""|0
"20250110"|15|"AA00007"|""|"lunch with Tim"|""|""|0
"20241122"|31|"AA00082"|""|""|"Others"|""|0
"20241122"|32|"AA00082"|""|""|"Others"|""|0
"20241122"|33|"AA00082"|""|""|"Others"|""|0
"20241122"|34|"AA00082"|""|""|"Others"|""|0
"20250420"|2|"30014"|""|""|""|""|0
"20250104"|13|"AA00007"|""|"reserved for MS Chan"|"AA Test"|""|0
"20250104"|14|"AA00007"|""|"reserved for MS Chan"|"AA Test"|""|0
"20250110"|16|"AA00007"|""|"lunch with Tim"|""|""|0
"20250110"|17|"AA00007"|""|"lunch with Tim"|""|""|0
"20250110"|18|"AA00007"|""|"lunch with Tim"|""|""|0
"20241211"|15|"AA00119"|""|"Mr To"|"Meeting"|""|0
"20241211"|16|"AA00119"|""|"Mr To"|"Meeting"|""|0
"20241211"|17|"AA00119"|""|"Mr To"|"Meeting"|""|0
"20250420"|3|"30026"|""|""|""|""|0
"20250420"|3|"30015"|""|""|""|""|0
"20241211"|18|"AA00119"|""|"Mr To"|"Meeting"|""|0
"20250420"|3|"AA00126"|""|""|""|""|0
"20250420"|3|"AA00133"|""|""|""|""|0
"20241127"|14|"AA00084"|"S045248"|"face con only (Confirmed)"|"AA Test"|"Show Up"|0
"20250420"|3|"AA00117"|""|""|""|""|0
"20241214"|33|"AA00007"|"S043720"|"oral and con(Confirmed)

finish at 5:12 pm"|"AA Test"|"Show Up"|0
"20241214"|34|"AA00007"|"S043720"|"oral and con(Confirmed)

finish at 5:12 pm"|"AA Test"|"Show Up"|0
"20241214"|35|"AA00007"|"S043720"|"oral and con(Confirmed)

finish at 5:12 pm"|"AA Test"|"Show Up"|0
"20250420"|3|"AA00135"|""|""|""|""|0
"20241107"|27|"AA00084"|""|""|"Others"|""|0
"20250420"|4|"AA00122"|""|""|""|""|0
"20241101"|29|"AA00007"|""|""|""|""|0
"20241101"|30|"AA00007"|""|""|""|""|0
"20250420"|4|"AA00007"|""|""|""|""|0
"20250420"|4|"AA00131"|""|""|""|""|0
"20241130"|9|"AA00084"|"S045248"|"oral after AA"|""|""|0
"20241130"|10|"AA00084"|"S045248"|"oral after AA"|""|""|0
"20241111"|24|"AA00115"|""|""|""|""|0
"20241111"|25|"AA00115"|""|""|""|""|0
"20241111"|21|"AA00115"|""|""|""|""|0
"20241111"|22|"AA00115"|""|""|""|""|0
"20241111"|23|"AA00115"|""|""|""|""|0
"20250420"|4|"AA00098"|""|""|""|""|0
"20250420"|4|"30013"|""|""|""|""|0
"20241217"|31|"AA00113"|""|"Call islash parent -- 
Yiu Kui Leung
+852 9720 7434"|"Others"|""|0
"20241217"|32|"AA00113"|""|"Call islash parent -- 
Yiu Kui Leung
+852 9720 7434"|"Others"|""|0
"20241217"|33|"AA00113"|""|"Call islash parent -- 
Yiu Kui Leung
+852 9720 7434"|"Others"|""|0
"20250420"|4|"30014"|""|""|""|""|0
"20250420"|4|"30011"|""|""|""|""|0
"20241104"|35|"AA00007"|""|"Feb Expo Meeting"|"Meeting"|""|0
"20250420"|4|"AA00129"|""|""|""|""|0
"20250420"|4|"AA00097"|""|""|""|""|0
"20250420"|4|"AA00011"|""|""|""|""|0
"20250420"|4|"AA00134"|""|""|""|""|0
"20250420"|4|"AA00032"|""|""|""|""|0
"20250420"|4|"AA00119"|""|""|""|""|0
"20250108"|29|"AA00007"|""|"Meeting with Raymond Tam & Rita to discuss the BVI arrangements"|"Meeting"|""|0
"20250420"|1|"AA00130"|""|""|""|""|0
"20250108"|30|"AA00007"|""|"Meeting with Raymond Tam & Rita to discuss the BVI arrangements"|"Meeting"|""|0
"20250108"|31|"AA00007"|""|"Meeting with Raymond Tam & Rita to discuss the BVI arrangements"|"Meeting"|""|0
"20250108"|32|"AA00007"|""|"Meeting with Raymond Tam & Rita to discuss the BVI arrangements"|"Meeting"|""|0
"20241120"|15|"AA00007"|"S044853"|"call mum, discuss joyce school app and william harrow test date, also wants advice for summer school"|"Consultation"|""|0
"20241120"|16|"AA00007"|"S044853"|"call mum, discuss joyce school app and william harrow test date, also wants advice for summer school"|"Consultation"|""|0
"20241120"|17|"AA00007"|"S044853"|"call mum, discuss joyce school app and william harrow test date, also wants advice for summer school"|"Consultation"|""|0
"20241120"|18|"AA00007"|"S044853"|"call mum, discuss joyce school app and william harrow test date, also wants advice for summer school"|"Consultation"|""|0
"20250420"|2|"30011"|""|""|""|""|0
"20250420"|2|"AA00129"|""|""|""|""|0
"20250420"|2|"AA00097"|""|""|""|""|0
"20250420"|2|"AA00011"|""|""|""|""|0
"20250420"|2|"AA00134"|""|""|""|""|0
"20250420"|2|"AA00032"|""|""|""|""|0
"20250420"|2|"AA00119"|""|""|""|""|0
"20250420"|2|"AA00136"|""|""|""|""|0
"20250420"|2|"AA00115"|""|""|""|""|0
"20250420"|2|"AA00113"|""|""|""|""|0
"20250420"|2|"AA00084"|""|""|""|""|0
"20250420"|2|"AA00082"|""|""|""|""|0
"20250420"|2|"AA00130"|""|""|""|""|0
"20250420"|2|"30026"|""|""|""|""|0
"20250420"|2|"30015"|""|""|""|""|0
"20250420"|2|"AA00126"|""|""|""|""|0
"20250420"|2|"AA00133"|""|""|""|""|0
"20250420"|2|"AA00117"|""|""|""|""|0
"20250420"|2|"AA00135"|""|""|""|""|0
"20250420"|3|"30012"|""|""|""|""|0
"20241207"|31|"AA00007"|"S045242"|"(Confirmed)

finished at 4:33pm"|"AA Test"|"Show Up"|0
"20241207"|32|"AA00007"|"S045242"|"(Confirmed)

finished at 4:33pm"|"AA Test"|"Show Up"|0
"20241207"|33|"AA00007"|"S045242"|"(Confirmed)

finished at 4:33pm"|"AA Test"|"Show Up"|0
"20241207"|34|"AA00007"|"S045242"|"(Confirmed)

finished at 4:33pm"|"AA Test"|"Show Up"|0
"20241217"|17|"AA00007"|""|"lunch with Justin Li 禾日Inebi 
希慎廣場B2樓B202號舖"|"Others"|""|0
"20241217"|18|"AA00007"|""|"lunch with Justin Li 禾日Inebi 
希慎廣場B2樓B202號舖"|"Others"|""|0
"20241211"|17|"AA00007"|""|"meeting Mr To"|""|""|0
"20241218"|25|"AA00007"|""|"arhaan AA alum - tutor"|"Meeting"|""|0
"20241218"|26|"AA00007"|""|"arhaan AA alum - tutor"|"Meeting"|""|0
"20241218"|27|"AA00007"|""|"arhaan AA alum - tutor"|"Meeting"|""|0
"20241218"|28|"AA00007"|""|"arhaan AA alum - tutor"|"Meeting"|""|0
"20250420"|3|"AA00107"|""|""|""|""|0
"20250420"|3|"AA00122"|""|""|""|""|0
"20240925"|20|"AA00007"|""|""|""|""|0
"20250420"|3|"AA00007"|""|""|""|""|0
"20250420"|3|"AA00131"|""|""|""|""|0
"20241129"|32|"AA00084"|""|"Join Zoom Meeting
https://us06web.zoom.us/j/89235022399?pwd=uAuRuSr81AOhstwb2B93Ez40NdtXl2.1

Meeting ID: 892 3502 2399
Passcode: 9JZptB"|""|""|0
"20250420"|3|"AA00098"|""|""|""|""|0
"20250420"|3|"30013"|""|""|""|""|0
"20250420"|3|"30014"|""|""|""|""|0
"20250420"|3|"30011"|""|""|""|""|0
"20250420"|3|"AA00129"|""|""|""|""|0
"20250420"|3|"AA00097"|""|""|""|""|0
"20250420"|3|"AA00011"|""|""|""|""|0
"20250420"|3|"AA00134"|""|""|""|""|0
"20250420"|3|"AA00032"|""|""|""|""|0
"20250420"|3|"AA00119"|""|""|""|""|0
"20250420"|3|"AA00136"|""|""|""|""|0
"20250420"|3|"AA00115"|""|""|""|""|0
"20241101"|12|"AA00115"|"S045209"|"FTF con only (Confirmed)

Message from client : 抱歉，今日早起突然過敏面部腫脹，本身約左11鐘見面，可能需要先取消。抱歉！"|"AA Test"|"No Show"|0
"20241101"|11|"AA00115"|"S045209"|"FTF con only (Confirmed)

Message from client : 抱歉，今日早起突然過敏面部腫脹，本身約左11鐘見面，可能需要先取消。抱歉！"|"AA Test"|"No Show"|0
"20241101"|10|"AA00115"|"S045209"|"FTF con only (Confirmed)

Message from client : 抱歉，今日早起突然過敏面部腫脹，本身約左11鐘見面，可能需要先取消。抱歉！"|"AA Test"|"No Show"|0
"20241101"|9|"AA00115"|"S045209"|"FTF con only (Confirmed)

Message from client : 抱歉，今日早起突然過敏面部腫脹，本身約左11鐘見面，可能需要先取消。抱歉！"|"AA Test"|"No Show"|0
"20241102"|19|"AA00115"|""|""|"Others"|""|0
"20241102"|20|"AA00115"|""|""|"Others"|""|0
"20241102"|21|"AA00115"|""|""|"Others"|""|0
"20241102"|22|"AA00115"|""|""|"Others"|""|0
"20241102"|23|"AA00115"|""|""|"Others"|""|0
"20241102"|1|"AA00115"|""|""|"Others"|""|0
"20241102"|2|"AA00115"|""|""|"Others"|""|0
"20241102"|3|"AA00115"|""|""|"Others"|""|0
"20241102"|4|"AA00115"|""|""|"Others"|""|0
"20241102"|5|"AA00115"|""|""|"Others"|""|0
"20241102"|6|"AA00115"|""|""|"Others"|""|0
"20241102"|7|"AA00115"|""|""|"Others"|""|0
"20241102"|8|"AA00115"|""|""|"Others"|""|0
"20241102"|9|"AA00115"|""|""|"Others"|""|0
"20241102"|10|"AA00115"|""|""|"Others"|""|0
"20241102"|11|"AA00115"|""|""|"Others"|""|0
"20241102"|12|"AA00115"|""|""|"Others"|""|0
"20241102"|13|"AA00115"|""|""|"Others"|""|0
"20241102"|14|"AA00115"|""|""|"Others"|""|0
"20241102"|15|"AA00115"|""|""|"Others"|""|0
"20241102"|16|"AA00115"|""|""|"Others"|""|0
"20241102"|17|"AA00115"|""|""|"Others"|""|0
"20241102"|18|"AA00115"|""|""|"Others"|""|0
"20241102"|24|"AA00115"|""|""|"Others"|""|0
"20241102"|25|"AA00115"|""|""|"Others"|""|0
"20241102"|26|"AA00115"|""|""|"Others"|""|0
"20241102"|27|"AA00115"|""|""|"Others"|""|0
"20241102"|28|"AA00115"|""|""|"Others"|""|0
"20241102"|29|"AA00115"|""|""|"Others"|""|0
"20241102"|30|"AA00115"|""|""|"Others"|""|0
"20241102"|31|"AA00115"|""|""|"Others"|""|0
"20241102"|32|"AA00115"|""|""|"Others"|""|0
"20241102"|33|"AA00115"|""|""|"Others"|""|0
"20241102"|34|"AA00115"|""|""|"Others"|""|0
"20241102"|35|"AA00115"|""|""|"Others"|""|0
"20241102"|36|"AA00115"|""|""|"Others"|""|0
"20241102"|37|"AA00115"|""|""|"Others"|""|0
"20241102"|38|"AA00115"|""|""|"Others"|""|0
"20241102"|39|"AA00115"|""|""|"Others"|""|0
"20241102"|40|"AA00115"|""|""|"Others"|""|0
"20241102"|41|"AA00115"|""|""|"Others"|""|0
"20241102"|42|"AA00115"|""|""|"Others"|""|0
"20241102"|43|"AA00115"|""|""|"Others"|""|0
"20241102"|44|"AA00115"|""|""|"Others"|""|0
"20241119"|30|"AA00082"|""|"West Buckland in office"|"Others"|"Show Up"|0
"20241119"|29|"AA00082"|""|"West Buckland in office"|"Others"|"Show Up"|0
"20241107"|29|"AA00082"|""|""|"Others"|""|0
"20241119"|27|"AA00007"|""|""|"School"|"Show Up"|577
"20250109"|33|"AA00007"|""|"meet Nicholas XU and mum at Starbucks"|""|""|0
"20250109"|34|"AA00007"|""|"meet Nicholas XU and mum at Starbucks"|""|""|0
"20241205"|35|"AA00084"|"S045263"|"zoom"|"Consultation"|""|0
"20241205"|36|"AA00084"|"S045263"|"zoom"|"Consultation"|""|0
"20241211"|15|"AA00007"|""|"meeting Mr To"|""|""|0
"20241107"|30|"AA00082"|""|""|"Others"|""|0
"20241211"|16|"AA00007"|""|"meeting Mr To"|""|""|0
"20241108"|24|"AA00129"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|25|"AA00129"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00129"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|23|"AA00097"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|24|"AA00097"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|25|"AA00097"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00097"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|23|"AA00011"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|24|"AA00011"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|25|"AA00011"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00011"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|24|"AA00119"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|25|"AA00119"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00119"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|27|"AA00119"|""|"tara, expo review"|"Meeting"|""|0
"20241204"|17|"AA00131"|""|""|"Others"|""|0
"20241204"|18|"AA00131"|""|""|"Others"|""|0
"20250109"|30|"AA00007"|""|"meet Nicholas XU and mum at Starbucks"|""|""|0
"20250109"|31|"AA00007"|""|"meet Nicholas XU and mum at Starbucks"|""|""|0
"20241108"|24|"AA00126"|""|"tara, expo review"|"Meeting"|""|0
"20250310"|28|"AA00129"|""|"school training"|"Meeting"|""|0
"20241108"|25|"AA00126"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00126"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|27|"AA00126"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|24|"AA00128"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|25|"AA00128"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00128"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|27|"AA00128"|""|"tara, expo review"|"Meeting"|""|0
"20250109"|32|"AA00007"|""|"meet Nicholas XU and mum at Starbucks"|""|""|0
"20241120"|9|"AA00131"|""|"Briefing with Battie"|""|""|0
"20241120"|10|"AA00131"|""|"Briefing with Battie"|""|""|0
"20241120"|11|"AA00131"|""|"Briefing with Battie"|""|""|0
"20241120"|12|"AA00131"|""|"Briefing with Battie"|""|""|0
"20241120"|13|"AA00131"|""|"Briefing with Battie"|""|""|0
"20241120"|14|"AA00131"|""|"Briefing with Battie"|""|""|0
"20241125"|12|"AA00007"|""|"Headmaster, Mr Guy Emmett"|"School"|"Show Up"|427
"20241125"|11|"AA00007"|""|"Headmaster, Mr Guy Emmett"|"School"|"Show Up"|427
"20241125"|10|"AA00007"|""|"Headmaster, Mr Guy Emmett"|"School"|"Show Up"|427
"20241101"|7|"AA00007"|"S043520"|"call dad - go thru report and discuss 7oask"|""|""|0
"20241101"|8|"AA00007"|"S043520"|"call dad - go thru report and discuss 7oask"|""|""|0
"20241101"|23|"AA00007"|""|"tara, expo review"|""|""|0
"20241101"|24|"AA00007"|""|"tara, expo review"|""|""|0
"20241101"|25|"AA00007"|""|"tara, expo review"|""|""|0
"20241101"|26|"AA00007"|""|"tara, expo review"|""|""|0
"20241101"|27|"AA00007"|""|"tara, expo review"|""|""|0
"20241101"|28|"AA00007"|""|"tara, expo review"|""|""|0
"20241101"|29|"AA00007"|""|"tara, expo review"|""|""|0
"20241125"|9|"AA00007"|""|"Headmaster, Mr Guy Emmett"|"School"|"Show Up"|427
"20241105"|9|"AA00082"|"S045217"|"FTF con only (Confirmed)"|"AA Test"|"Show Up"|0
"20241105"|10|"AA00082"|"S045217"|"FTF con only (Confirmed)"|"AA Test"|"Show Up"|0
"20241105"|11|"AA00082"|"S045217"|"FTF con only (Confirmed)"|"AA Test"|"Show Up"|0
"20241105"|12|"AA00082"|"S045217"|"FTF con only (Confirmed)"|"AA Test"|"Show Up"|0
"20241108"|24|"AA00115"|""|"tara, expo review"|"Others"|""|0
"20241108"|25|"AA00115"|""|"tara, expo review"|"Others"|""|0
"20241108"|26|"AA00115"|""|"tara, expo review"|"Others"|""|0
"20241108"|27|"AA00115"|""|"tara, expo review"|"Others"|""|0
"20241108"|23|"AA00098"|""|"tara, expo review"|"Meeting"|""|0
"20241111"|38|"AA00007"|""|""|""|""|0
"20241108"|24|"AA00098"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|25|"AA00098"|""|"tara, expo review"|"Meeting"|""|0
"20241108"|26|"AA00098"|""|"tara, expo review"|"Meeting"|""|0
"20241204"|37|"AA00084"|""|""|"Others"|""|0
"20241204"|38|"AA00084"|""|""|"Others"|""|0
"20241204"|39|"AA00084"|""|""|"Others"|""|0
"20241204"|40|"AA00084"|""|""|"Others"|""|0
"20241217"|15|"AA00007"|""|"lunch with Justin Li 禾日Inebi 
希慎廣場B2樓B202號舖"|"Others"|""|0
"20241217"|16|"AA00007"|""|"lunch with Justin Li 禾日Inebi 
希慎廣場B2樓B202號舖"|"Others"|""|0
"20241120"|9|"AA00007"|""|"Bettina briefing"|"Meeting"|""|0
"20241120"|10|"AA00007"|""|"Bettina briefing"|"Meeting"|""|0
"20241120"|11|"AA00007"|""|"Bettina briefing"|"Meeting"|""|0
"20241120"|12|"AA00007"|""|"Bettina briefing"|"Meeting"|""|0
"20241120"|13|"AA00007"|""|"Bettina briefing"|"Meeting"|""|0
"20241120"|14|"AA00007"|""|"Bettina briefing"|"Meeting"|""|0
"20241129"|33|"AA00084"|""|"w/ Ms Kan (from islash)"|"Others"|""|0
"20241129"|34|"AA00084"|""|"w/ Ms Kan (from islash)"|"Others"|""|0
"20250420"|2|"30012"|""|""|""|""|0
"20241211"|10|"AA00131"|""|"Meeting with b"|"Meeting"|""|0
"20241126"|29|"AA00115"|""|"face con only

Client booked at 2pm today and cancel at 3:50 pm, will reschedule next time"|"AA Test"|"No Show"|0
"20241218"|37|"AA00115"|""|""|""|""|0
"20241113"|23|"AA00084"|""|"Lucie Ho
+852 9640 8471

I wish to find a sixth form college for my son, intended to admit in Sep 2027. He is studying in HK and plan to take iGCSE in 2027. Criterion for choice of schools:
1. Helpful to support application to Medical school, pharmacy.
2. Christian school, best be Protestant.
3. Boarding school
Could you help?
Thanks a lot!"|""|""|0
"20241113"|24|"AA00084"|""|"Lucie Ho
+852 9640 8471

I wish to find a sixth form college for my son, intended to admit in Sep 2027. He is studying in HK and plan to take iGCSE in 2027. Criterion for choice of schools:
1. Helpful to support application to Medical school, pharmacy.
2. Christian school, best be Protestant.
3. Boarding school
Could you help?
Thanks a lot!"|""|""|0
"20241113"|25|"AA00084"|""|"Lucie Ho
+852 9640 8471

I wish to find a sixth form college for my son, intended to admit in Sep 2027. He is studying in HK and plan to take iGCSE in 2027. Criterion for choice of schools:
1. Helpful to support application to Medical school, pharmacy.
2. Christian school, best be Protestant.
3. Boarding school
Could you help?
Thanks a lot!"|""|""|0
"20241113"|26|"AA00084"|""|"Lucie Ho
+852 9640 8471

I wish to find a sixth form college for my son, intended to admit in Sep 2027. He is studying in HK and plan to take iGCSE in 2027. Criterion for choice of schools:
1. Helpful to support application to Medical school, pharmacy.
2. Christian school, best be Protestant.
3. Boarding school
Could you help?
Thanks a lot!"|""|""|0
"20241113"|27|"AA00084"|""|"Lucie Ho
+852 9640 8471

I wish to find a sixth form college for my son, intended to admit in Sep 2027. He is studying in HK and plan to take iGCSE in 2027. Criterion for choice of schools:
1. Helpful to support application to Medical school, pharmacy.
2. Christian school, best be Protestant.
3. Boarding school
Could you help?
Thanks a lot!"|""|""|0
"20241114"|36|"AA00082"|""|"Contact: Stella (Sec)
Boy- St. Paul College
Girl- ESF"|"Others"|"Show Up"|0
"20241114"|35|"AA00082"|""|"Contact: Stella (Sec)
Boy- St. Paul College
Girl- ESF"|"Others"|"Show Up"|0
"20241114"|34|"AA00082"|""|"Contact: Stella (Sec)
Boy- St. Paul College
Girl- ESF"|"Others"|"Show Up"|0
"20241114"|33|"AA00082"|""|"Contact: Stella (Sec)
Boy- St. Paul College
Girl- ESF"|"Others"|"Show Up"|0
"20241116"|23|"AA00115"|""|""|""|""|0
"20250420"|2|"AA00107"|""|""|""|""|0
"20250420"|2|"AA00122"|""|""|""|""|0
"20250420"|2|"AA00007"|""|""|""|""|0
"20250420"|2|"AA00131"|""|""|""|""|0
"20241202"|39|"AA00007"|""|"mtm meeting 
Jade Davenport <Jade@mtmconsulting.co.uk>"|"Meeting"|""|0
"20241202"|40|"AA00007"|""|"mtm meeting 
Jade Davenport <Jade@mtmconsulting.co.uk>"|"Meeting"|""|0
"20241202"|41|"AA00007"|""|"mtm meeting 
Jade Davenport <Jade@mtmconsulting.co.uk>"|"Meeting"|""|0
"20241202"|42|"AA00007"|""|"mtm meeting 
Jade Davenport <Jade@mtmconsulting.co.uk>"|"Meeting"|""|0
"20250420"|2|"AA00098"|""|""|""|""|0
"20250109"|29|"AA00007"|""|"meet Nicholas XU and mum at Starbucks"|""|""|0
"20241104"|10|"AA00113"|""|"11am Hana 
11am Maggie 
11:45am Kenneth (finish at 11:25 am)"|"Meeting"|""|0
"20241104"|11|"AA00113"|""|"11am Hana 
11am Maggie 
11:45am Kenneth (finish at 11:25 am)"|"Meeting"|""|0
"20241104"|12|"AA00113"|""|"11am Hana 
11am Maggie 
11:45am Kenneth (finish at 11:25 am)"|"Meeting"|""|0
"20241119"|15|"AA00113"|""|"Job Interview  (Rm2)
12:00 CSO/Receptionist - Shannon Foo"|"Others"|"Show Up"|0
"20241119"|14|"AA00113"|""|"Job Interview  (Rm2)
12:00 CSO/Receptionist - Shannon Foo"|"Others"|"Show Up"|0
"20241119"|13|"AA00113"|""|"Job Interview  (Rm2)
12:00 CSO/Receptionist - Shannon Foo"|"Others"|"Show Up"|0
"20250107"|25|"AA00115"|""|""|"School"|""|599
"20250107"|26|"AA00115"|""|""|"School"|""|599
"20250107"|27|"AA00115"|""|""|"School"|""|599
"20250107"|28|"AA00115"|""|""|"School"|""|599
"20241204"|29|"AA00131"|""|""|"Interview"|""|0
"20241204"|30|"AA00131"|""|""|"Interview"|""|0
"20241129"|35|"AA00084"|""|"w/ Ms Kan (from islash)"|"Others"|""|0
"20241111"|35|"AA00082"|"S045224"|"phone con, call mom only"|"AA Test"|"Show Up"|0
"20241111"|34|"AA00082"|"S045224"|"phone con, call mom only"|"AA Test"|"Show Up"|0
"20241111"|33|"AA00082"|"S045224"|"phone con, call mom only"|"AA Test"|"Show Up"|0
"20241111"|32|"AA00082"|"S045224"|"phone con, call mom only"|"AA Test"|"Show Up"|0
"20241111"|31|"AA00082"|"S045224"|"phone con, call mom only"|"AA Test"|"Show Up"|0
"20241129"|36|"AA00084"|""|"w/ Ms Kan (from islash)"|"Others"|""|0
"20241128"|31|"AA00082"|""|""|"Others"|""|687
"20241128"|32|"AA00082"|""|""|"Others"|""|687
"20241118"|18|"AA00084"|""|"Leads Meeting"|"Meeting"|""|0
"20241128"|33|"AA00082"|""|""|"Others"|""|687
"20241128"|34|"AA00082"|""|""|"Others"|""|687
"20241127"|27|"AA00084"|"S045257"|"FTF con only

email reminder sent on 26/11"|"AA Test"|"Show Up"|0
"20241118"|18|"AA00115"|""|"Leads Meeting"|"Meeting"|""|0
"20241218"|38|"AA00115"|""|""|""|""|0
"20241127"|26|"AA00084"|"S045257"|"FTF con only

email reminder sent on 26/11"|"AA Test"|"Show Up"|0
"20241129"|32|"AA00082"|""|"Join Zoom Meeting
https://us06web.zoom.us/j/89235022399?pwd=uAuRuSr81AOhstwb2B93Ez40NdtXl2.1

Meeting ID: 892 3502 2399
Passcode: 9JZptB"|"Meeting"|""|30054
"20241129"|16|"AA00084"|""|"meet Becky from Leading Education at office"|""|""|0
"20241129"|17|"AA00084"|""|"meet Becky from Leading Education at office"|""|""|0
"20241129"|18|"AA00084"|""|"meet Becky from Leading Education at office"|""|""|0
"20250123"|33|"AA00133"|""|"webinar - Harrogate Ladies' College"|"Others"|""|0
"20241204"|31|"AA00131"|""|""|"Interview"|""|0
"20241204"|32|"AA00131"|""|""|"Interview"|""|0
"20241204"|15|"AA00131"|""|""|"Others"|""|0
"20250123"|34|"AA00133"|""|"webinar - Harrogate Ladies' College"|"Others"|""|0
"20250123"|35|"AA00133"|""|"webinar - Harrogate Ladies' College"|"Others"|""|0
"20250123"|36|"AA00133"|""|"webinar - Harrogate Ladies' College"|"Others"|""|0
"20250420"|1|"30015"|""|""|""|""|0
"20250420"|1|"AA00126"|""|""|""|""|0
"20250420"|1|"AA00133"|""|""|""|""|0
"20250420"|1|"AA00117"|""|""|""|""|0
"20241213"|29|"AA00007"|""|"cross dpt meeting"|""|""|0
"20241108"|29|"AA00007"|""|"cross dpt meeting"|""|""|0
"20241227"|29|"AA00007"|""|"cross dpt meeting"|""|""|0
"20241129"|29|"AA00007"|""|"cross dpt meeting"|""|""|0
"20240920"|29|"AA00007"|""|"cross dpt meeting"|""|""|0
"20250420"|1|"AA00135"|""|""|""|""|0
