"aa_id"|"examschool"|"examschooltype"|"subject"|"result"|"gov"|"cat"|"qualification"|"piece"|"composer"|"piority"|"lastupdate"|"staffid"|"remarks"|"event"
"S034345"|""|"Music Audition"|"Percussion"|""|"N/A"|""|"ABRSM Grade 5, May 2015 [110]"|"Sicilienne"|"Gabriel Faure"|1|"20180905180050"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037194"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, May 2017 [130]"|"Concerto No.2 in E Major, BWV 1042"|"J S Bach"|1|"20180905180050"|"AA00061"|"Yip's Children's Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037194"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Sep 2017 [142]"|"Gigue: 7th Movement from French Suite No.5 in G, BWV 816"|"J S Bach"|2|"20180905180107"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037135"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Oct 2016 [122]"|"Praeludium 5 BMV 874/1"|"J.S. Bach"|1|"20180905181651"|"AA00061"|"Chinese International School:

Symphony
Chinese Music Ensemble and Vantage Music Academy"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037135"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, Oct 2017 [134]"|"Allegro Moderato 1st Movement from Concerto in G, Hob. Vlla/4"|"Joseph Haydn"|2|"20180905181732"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037134"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Oct 2016 [131]"|"Sonata No. 9 in D Major, K. 311 / 284c 1st Movement"|"Mozart"|1|"20180905182106"|"AA00061"|"Chinese International School - Symphony and Vantage Music Academy"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037134"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, Nov 2017 [130]"|"Obertass No.1 from Two Mazurkas, Op.19"|"Henryk Wieniawski"|2|"20180905182119"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036567"|""|"Music Audition"|"Piccolo"|""|"N/A"|""|"Hayden didn't sit Piccolo exam"|"Study in D minor"|"E. Kohler"|2|"20180905182619"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S033326"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 3, Oct 2014 [130]"|"Gigue from Partita III in E Major"|"J S Bach"|1|"20180908101235"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S033326"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5, May 2016 [122]"|"Allegro No 4 from Southland Sketches"|"H T Burleigh"|1|"20180908125153"|"AA00061"|"Harrow School Orchestra, previously, Metropolitan Youth Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037287"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8, Oct 2015 [130]"|"Variations on a Rococo Theme in A Major Op.33 Theme,Variations 1-2, Cadenze,Variations 6-7"|"Pyotr Ilyich Tchaikovsky"|1|"20180913101400"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S034306"|""|"Music Audition"|"Singing"|""|"N/A"|""|"Alastair didn't sit singing exam"|"The Path To The Moon"|"Eric H. Thiman"|2|"20180913130345"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S034875"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 3, Apr 2018 [134]"|"Gavotte"|"Georg Philipp Telemann"|2|"20180913145358"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036083"|""|"Music Audition"|"Cello"|""|"N/A"|""|"TRINITY ATCL, Nov 2014 [70]"|"Cello Suite No.3 Bourree"|"Bach"|1|"20180913161447"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036083"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8, Sep 2012 [110]"|"Cello Concerto in D Minor, 1st Movement"|"Edouard Lalo"|1|"20180913161510"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035143"|""|"Music Audition"|"Xylophone (Percussion)"|""|"N/A"|""|"ABRSM Grade 8, May 2018 [120]"|"Alla Turca from Sonata in A, K.331"|"Mozart"|1|"20180914122130"|"AA00075"|"St. Paul’s Co-educational College Primary School Percussion Team
Jerry also achieved Piano Grade 5 (Pass) in Sep 2016, Grade 5 Music Theory (Merit) in Jan 2016"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037446"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 7, Sep 2016 [102]"|"Rondo 3rd movement from Sonata in E, Op.14, No.1"|"Ludwig Van Beethoven"|2|"20180914145135"|"AA00075"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035273"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6, Sep 2018 [Awaiting Result]"|"Masquerade"|"Karen Tanaka"|1|"20180914153919"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036632"|""|"Music Audition"|"Piano"|""|"N/A"|""|"TRINITY ATCL, 5 May 2016 [71]"|"Rhapsody Op. 11, No. 3"|"Dohnanyi"|1|"20180914160719"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036277"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, Sep 2015 [120]"|"Concerto No.2 in E Major, Allegro Assai"|"Johann Sebastian Bach"|1|"20180914161957"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036277"|""|"Music Audition"|"Viola"|""|"N/A"|""|"ABRSM Grade 8, Aug 2016 [120]"|"Christmas Dance Group 1, No.3"|"R. Vaughan Williams"|2|"20180914162821"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035019"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 5, Sep 2012 [121]"|"Tarantelle Op. 24"|"Daniel van Goens"|1|"20180915104839"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035915"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Aug 2018 [Awaiting Result]"|"Set 1, E Major: Sonata K.162; L.121"|"Giuseppe Domenico Scarlatti"|1|"20180915170718"|"AA00061"|"Diocesan Boys' School - Senior School Orchestra, Wind & Brass Ensemble, 
Brass Ensemble"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037128"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Violin Grade 5, Oct 2016 [120]"|"Allegro Moderato in G. Hob. Vlla/4"|"Joseph Haydn"|1|"20180917132414"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037128"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Jasmine Flower & Cai YUN Chasing the Moon Combined"|"Chinese Folk Song"|1|"20180917132510"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037128"|""|"Music Audition"|"Singing"|""|"N/A"|""|"Clement didn't sit any singing exam"|"You Raise Me Up"|"Rolf Lovland"|2|"20180917132737"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037357"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|""|"Sonata in G Minor, 1st and 2nd Movement"|"Henry Eccles"|1|"20180917133941"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036106"|""|"Music Audition"|"Singing"|""|"N/A"|""|""|"O for the Wings of aDdove: from Hear My Prayer"|"Mendelssohn"|1|"20180917135321"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036106"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5,  Aug 2015 [112]"|"For Latin Lovers"|"Brian Chapple"|2|"20180917135416"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036106"|""|"Music Audition"|"Singing"|""|"N/A"|""|"ABRSM Grade 8, May 2018 [117]"|"Du bist die Ruh, Op.59 No.3, D.776 (Ger)"|"Schubert"|1|"20180917135534"|"AA00061"|"Music Office Children's Choir, Leisure and Cultural Services Department
(Hong Kong Government)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036656"|""|"Music Audition"|"French Horn"|""|"N/A"|""|""|"Giuseppe Concone: Studies for Horn in F (No. 18)"|"Concone"|1|"20180917140110"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036656"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5, Sep 2016 [107]"|"Gaiamente, No. 3 from 12 Esquisses, Op. 47"|"R.M. Glier"|2|"20180917140402"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036863"|""|"Music Audition"|"Percussion (Marimba & Snare Drum)"|""|"N/A"|""|"ABRSM Grade 6, May 2017 [124]"|"Study No. 8"|"Kevin Hathway"|1|"20180917140807"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036863"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 4, Oct 2017 [130]"|"Masquerade"|"Karen Tanaka"|2|"20180917140944"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036863"|""|"Music Audition"|"Percussion (Marimba & Snare Drum)"|""|"N/A"|""|"ABRSM Grade 8, May 2018 [128]"|"Bizet Danse Boheme from Carmen"|"Bizet"|1|"20180917141018"|"AA00061"|"School Senior Percussion Band
Rupert is preparing Grade 6 Piano Exam"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037306"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Sep 2016 [134]"|"Prelude and Fugue, No.9 in E, BWV 878"|"J. S. Bach"|1|"20180917142320"|"AA00061"|"Hong Kong Professional Piano Academy"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037306"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6, Sep 2015 [134]"|"Nocturne, Op. 9, No. 1"|"Chopin"|1|"20180917142444"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S032387"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 8, Nov 2017 [Pass] (missing mark sheet)"|"Concerto in D Major, K314, 2nd Movement"|"Mozart"|1|"20180917145944"|"AA00061"|"Yip's Children Choir
Champion of School Choir Competition"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S032387"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5, Nov 2013 [Pass] (missing mark sheet)"|"Sonata in E, Kp162, L21, Andante"|"Scarlatti"|2|"20180917150050"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036632"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM ARSM,  Apr 2017 [45]"|"Sonata in D Major, K.576, 1st Movement"|"Mozart"|1|"20180917152951"|"AA00061"|"TRINITY LTCL, Piano, 30 Aug 2018 [Awaiting Result]"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036527"|""|"Music Audition"|"Percussion (Marimba)"|""|"N/A"|""|""|"Black and White Rag"|"George Botsford"|1|"20180917161255"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S034345"|""|"Music Audition"|"Percussion"|""|"N/A"|""|"ABRSM Grade 8, Aug 2018 [Awaiting Result]"|"Alla Turca, from Sonata in A, K. 331"|"Wolfgang Amadeus Mozart"|1|"20180917162836"|"AA00061"|"St. Paul Co-educational College School Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035273"|""|"Music Audition"|"PIano"|""|"N/A"|""|"ABRSM Grade 4, Aug 2015 [120]"|"Valse Lente Op.33"|"Oskar Merikanto"|1|"20180918153245"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035915"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5, Aug 2016 [132]"|"Selling Sundry Goods"|"Peixun Chen"|1|"20180918154506"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036801"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, May 2018 [130]"|"Sonata in D, Op.12, No. 1, 1st movement"|"Beethoven"|1|"20180918155006"|"AA00061"|"Takako Nishizaki Violin Studio"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036801"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 6, May 2017 [133]"|"4 Romantic pieces, Op 75, 1st Movement"|"Dvorak"|1|"20180918155021"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037357"|""|"Music Audition"|"Double bass"|""|"N/A"|""|"ABRSM Grade 8, Oct 2016 [126]"|"Après Un Rêve"|"Gabriel Fauré"|1|"20180918164641"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036179"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"TRINITY ATCL, Oct 2016 [70]"|"Concerto No.3 in Bb Major for Clarinet and Piano"|"Carl Stamitz"|1|"20180918164821"|"AA00061"|"Hong Kong Academy for Performing Arts
Chloe is currently playing in 3 music groups which include Diocesan Girls' School Symphony Orchestra, Concert Band and Instrumental Ensemble. In the coming year, she will be serving as the concertmistress and vice-chairlady of Diocesan Girls' School Concert Band as well as the principal of the clarinet section in her school's Symphony Orchestra."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036631"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 4, Sep 2014 [131]"|"No 76 from More Graded Studies for Flute, Book 2"|"E Kohler"|1|"20180918180354"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036469"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Adoration"|"Felix Borowski"|1|"20180918181138"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035114"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 8, May 2018 [110]"|"Allegro: 3rd movement from Sonata in A minor for Solo Flute, Wq.132"|"C.P.E. Bach"|1|"20180918181527"|"AA00080"|"The Independent Schools Foundation Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035114"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5,  May 2015 [120]"|"Intermezzo in A minor"|"Johannes Brahms"|2|"20180918181640"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036656"|""|"Music Audition"|"French Horn"|""|"N/A"|""|"ABRSM Grade 5, Aug 2017 [114]"|"Horn Concerto No. 3, K.447, 2nd Movement"|"Mozart"|1|"20180918181904"|"AA00061"|"Musical Compositions for School ""Primary 6 Drama"" (Musical) Graduation Performance
Reference Letter by Horn Teacher."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036631"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6, Nov 2017 [130]"|"Invention in A Minor"|"J.S. Bach"|2|"20180918185432"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036631"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 6,  Apr 2017 [122]"|"Arioso No.277 in D"|"Quantz"|1|"20180918185516"|"AA00061"|"Yip's Children Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036469"|""|"Music Audition"|"Vocal"|""|"N/A"|""|"ABRSM Grade 5, Sep 2018 [Awaiting Result]"|"Fall Leaves Fall"|"Christopher Field"|2|"20180918185848"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036631"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5, Apr 2014 [126]"|""|""|2|"20180918210456"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S032387"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 6, May 2017 [115]"|"Sonata No. 20, Op.94 - III, Andante"|"Prokofieff"|1|"20180918220904"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036527"|""|"Music Audition"|"Percussion (Marimba)"|""|"N/A"|""|"ABRSM Grade 8, May 2017 [109]"|"Danse Boheme from Carmen, Act 2"|"Bizet"|1|"20180920104005"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036527"|""|"Music Audition"|"Percussion (Drum)"|""|"N/A"|""|"ABRSM Grade 8, May 2017 [109]"|"Study No. 8"|"Anonymous"|2|"20180920104026"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036469"|""|"Music Audition"|"Singing"|""|"N/A"|""|"ABRSM Grade 3, Nov 2017 [127]"|""|""|2|"20180920104513"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036469"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, Apr 2017 [108]"|"Violin Concerto No.3 in G, K216"|"Mozart"|1|"20180920105738"|"AA00061"|"- Yip's Children Choir, Diocesan Boys’ School Primary Division String Orchestra, Senior Orchestra and Treble Choir, Hong Kong Schools Music And Speech Assocation Joint School Choir, Young Vocalists
- Lincoln plays violin and viola.  He is also learning violin performance from Ms Chao Beedarn, who graduated from The Juilliard School, USA, at Yip’s Children and Performing Arts Centre, but recently he has been focusing on violin so he put it in the audition."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037205"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 7, Sep 2016 [122]"|"Presto First Movement from Sonata in E minor, Hob. XVI:34"|"Joseph Haydn"|2|"20180920110008"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037205"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5, Apr 2014 [122]"|""|""|2|"20180920110038"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037205"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, Sep 2016 [114]"|"Allegretto Grazioso Third Movement from Sonata in A, Op. 100"|"Johannes Brahms"|1|"20180920110901"|"AA00080"|"Choir of Good Hope School (from Sep 2018)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037205"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5, Apr 2013 [128]"|"Concerto KV 216"|"Wolfgang Amadeus Mozart"|1|"20180920110954"|"AA00080"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036277"|""|"Music Audition"|"Violin"|""|"N/A"|""|"TRINITY ATCL, May 2018 [63]"|"Four Romantic Pieces for Violin and Piano, Allegro Moderato"|"Antonin Dvorak"|1|"20180920111131"|"AA00061"|"Yip's Children's Choir
Metropolitan Youth Orchestra of HK (MYO) – Senior Orchestra
Music Office Leisure and Cultural Services Departmentt - Hong Kong Youth Strings"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037427"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6, Nov 2015 [126]"|"Jazzy, No.3 from Three Moods"|"Aaron Copland"|1|"20180920112738"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037427"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Oct 2017 [117]"|"Presto, 1st Movement from Sonata in E Minor, Hob. XVI:34"|"Joseph Haydn"|1|"20180920112754"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037427"|""|"Music Audition"|"Vocals"|""|"N/A"|""|"Exam not yet taken. Equivalent grade: Grade 5"|"On My Own, from the musical Les Misérables"|"Claude-Michel Schönberg"|2|"20180920112844"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037289"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5, Oct 2016 [120]"|"Allegro Moderato First Movement from Concerto in G, Hob. VIIa/4"|"Joseph Haydn"|2|"20180920121959"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037289"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 3, Oct 2014 [118]"|""|""|2|"20180921102027"|"AA00075"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S035114"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 6, Oct 2016 [118 Missing mark sheet]"|"Allegretto malincolico 1st movement from Sonata for flute"|"Francis Poulenc"|1|"20180921112126"|"AA00075"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037153"|""|"Music Audition"|"Oboe"|""|"N/A"|""|""|"Romanze: No.1 from the two fantasy pieces, op.2"|"Nielsen"|1|"20180922181938"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037153"|""|"Music Audition"|"Oboe"|""|"N/A"|""|"ABRSM Grade 6 September 2017 [133]"|"Oboe Sonata op.166 2nd Movement in D Major"|"Saint Saëns"|1|"20180922182225"|"30012"|"School Orchestra and Symphonic Band"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037153"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6 April 2017 [123]"|"Intermezzo in A minor"|"Johannes Brahms"|2|"20180922182613"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S034698"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 October 2016 [111]"|"Brahms Intermezzo, Op 118, No. 2 in A major"|"Johannes Brahms"|1|"20180923112717"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S034698"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 7 November 2014 [107]"|"Mozart Rondo Alla Turca from Sonata No. 11, K. 331"|"Wolfgang Amadeus Mozart"|1|"20180923112717"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037174"|""|"Music Audition"|"Horn"|""|"N/A"|""|"ABRSM Grade 5 September 2017 [122]"|"Alla Caccia"|"Alan Abbott"|1|"20180923141816"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037174"|""|"Music Audition"|"Horn"|""|"N/A"|""|"ABRSM Grade 3 May 2016 [137]"|"Mozart Horn Concerto No.2 Movement 3 in E Flat"|"Mozart"|1|"20180923141816"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036593"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 7 October 2017 [125 Marks]"|"Presto: First movement from Sonata in E minor, Hob XVI:34"|"Joseph Haydn"|1|"20180924090904"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036593"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5 October 2015 [120 Marks]"|"Selling Sundry Goods: No.1 from Four Piano Pieces based on Cantonese Melodies, Op. 5"|"Peixun Chen"|1|"20180924090904"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S036593"|""|"Music Audition"|"Violin"|""|"N/A"|""|"No grades taken yet but equivalent to Grade 4 standard"|"Concerto No. 5, 1st Movement"|"Friedrich Seitz"|2|"20180924091054"|"30012"|"Participation in Nord Anglia International School Hong Kong school ensembles and orchestras regularly on the violin"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S037803"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 7; Sep 2016 [117]"|"Truckin' through the South"|"Aaron Minsky"|1|"20190819155814"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037803"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8; Oct 2018 [127]"|"Largo and Allegro poco;1st and 2nd Movement from Sonata in A minor, RV44"|"Antonio Vivaldi"|1|"20190819155823"|"AA00098"|"The 70th and 69th Hong Kong Schools Music Festival Symphony Orchestra and String Orchestra - Primary School 2018 and 2017

Hong Kong Youth Music Interflows - String Orchestra 2017 and 2016, Symphony Orchestra 2017 and 2016"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037743"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 8 Oct 2018 [111]"|"Study in D minor"|"Ernesto Köhler"|2|"20190822172150"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037743"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6, Oct 2017 [133]"|"Sonata in D, Kp.214"|"Domenico Scarlatti"|1|"20190822174956"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037743"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5,  Aug 2014 [128]"|"Lullaby, Op.10"|"William Mason"|1|"20190822175005"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S036683"|""|"Music Audition"|"Percussion"|""|"N/A"|""|"ABRSM Grade 8, Apr 2017 [123]"|"Kampf der Samurai"|"N.J. Zivkovic"|2|"20190822175025"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S038211"|""|"Music Audition"|"Viola"|""|"N/A"|""|"Ryan didn't take viola exam"|"Theme from Witches' Dance"|"N. Paganini"|2|"20190823171335"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037075"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"ABRSM Grade 6, May 2016 [124]"|""|""|1|"20190826165956"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037075"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|""|"Sonata in G Minor (Largo, Corrente: Allegro Con Spirit)"|"Henry Eccles"|1|"20190826165956"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037075"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"ABRSM Grade 8, Oct 2017 [128]"|"Andante Op.1 No.1"|"Serge Koussevitzky"|1|"20190826170056"|"AA00098"|"Jensen was a member of Metropolitan Youth Orchestra (2013-2016)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
"S037764"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8, Oct 2018 [121]"|"Opus 10 No. 1 first movement"|"Beethoven"|1|"20190826170304"|"AA00098"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2019"
