"topschool_id"|"school_id"|"lastupdate"|"staffid"|"remarks"|"eventremarks"|"regfee"|"payableto"
19|384|"20210203160659"|"AA00007"|"Your Consultant-In-Charge will email to you separately regarding the application procedure as soon as possible."|"Radley is happy to accept application with dob from June for students who are slightly overaged.
Also happy to consider underaged Y12 applicants with dob in Sep-Dec who will achieve IGCSE result."|""|""
19|13|"20200924172749"|"AA00029"|"* Complete the Registration Form and return it to your Consultant-In-Charge by email only, together with the Payment Receipt of the Registration Fee. Please pay by bank transfer only.

** Please also email a colour copy of your child's birth certificate to your consultant-in-charge.

Please find the school bank details as below:

Bank Name : Lloyds Bank
Bank Account No: 00734106
Address : 12 Swan Street, Warwick, Warwickshire, CV34 4BJ
Swift : LOYDGB21285
Account Name: Warwick School Fees Account
Sort Code : 30-99-15
IBAN No : GB57 LOYD 3099 1500 7341 06

Remark : Please ensure the parents put the boys name on the transfer. Please allow GBP 20 as the bank charges in the UK."|""|"GBP75"|""
19|11|"20201111101345"|"AA00007"|"* Complete the Registration Form and Examination Form. Please return them to your Consultant-In-Charge by email only, together with the Payment Receipt of the Registration Fee.  Please pay by bank transfer only.  School's bank details could be found on the registration form.

** Please note that 1 and 2 Oct 2020 are public holidays, we suggest you email your proof of application to your Consultant-In-Charge by 30 Sep 2020. Thank you.

*** Please also submit a colour copy of your child's passport."|"202010: Shrewsbury asked AA to help send reference requests to HK schools"|"GBP100"|""
19|6|"20200925145603"|""|"The result is for your reference. The Application Procedure has been completed over the last few days. Good Luck to your exam this Sunday."|""|""|""
19|2|"20200924172657"|"AA00029"|"Registration with Badminton School is completed through the weblink below:

https://www.badmintonschool.co.uk/admissions/the-admissions-process

*The Registration Fee is GBP150 and can be paid through the weblink at the time when you register with the school. Please email the online payment record to your consultant in charge as proof of payment.
** Please also email a colour copy of your child's birth certificate and passport to your consultant-in-charge.

Should the payment section not work on the above link please use this link: 

https://www.badmintonschool.co.uk/payments

Badminton School will use UKiset to replace their own entrance exam. If your child has not taken UKiset, please find attached the application procedure for UKiset. If your child has taken UKiset within the past sixth months, there is no need to do the test again. When making application to UKiset, please add ""Badminton School"" to the one of the 5 selected schools on the online form."|"HK age ok

exam: will use UKiset."|"GBP150"|""
19|21|"20200924172704"|"AA00029"|"Registration with Brighton College is now completed through its website.

*The Registration Fee is GBP350 and can be paid through the weblink at the time when you register with the school. Please email the online payment record and to your consultant-in-charge as a proof of payment.

** Please note that 1 and 2 Oct 2020 are public holidays, we suggest you email your proof of application to your Consultant-In-Charge by 30 Sep 2020. Thank you."|"-HK age ok
-if students have taken UKiset, Brighton would like to receive a copy"|"GBP350"|""
19|103|"20200924172709"|"AA00029"|"Registration with Caterham School is completed through the weblink below:

https://www.wisepay.co.uk/store/generic/template.asp?ACT=add_account&mID=159624&accfID=873 

*The Registration Fee is GBP200 and can be paid through the weblink at the time when you register with the school. Please email the online payment record and to your consultant in charge as proof of payment.
**Please also email a colour copy of your child's birth certificate and passport to your consultant-in-charge."|"HK age ok
Y10 boy for Sep2021 will be on waiting list application"|"GBP200"|""
19|7|"20200924172727"|"AA00029"|"Please register with Headington School via the weblink below:

https://apply.headington.org/user/welcome.php

The non-refundable Registration Fee of GBP250 must be paid by bank transfer.

*Please email the payment receipt of the registration fee to your consultant in charge as proof of payment.
** Please also email a colour copy of your child's passport to your consultant-in-charge.

Please find below the school bank details and use the following reference format for the payment:

Daughters Surname, Forename and Place applied for, for example: ChanAnnaY9

Bank Name : Barclays Bank Plc
Bank Account No: 70480924
Address : Leicester, United Kingdom, LE87 2BB
Swift : BARCGB22
Account Name: Headington School Oxford Ltd
Sort Code : 20-65-26
IBAN No : GB31BARC20652670480924"|"HK age ok
HEADINGTON WILL NOT CONSIDER UNDERAGED STUDENTS EVEN THEY HAVE IGCSE RESULT-VERY FIRM POLICY
WILL NOT CONSIDER Y8"|"GBP250"|""
19|1|"20200922211606"|"AA00007"|"Registration with Abingdon School is completed through the weblink below:

https://my.abingdon.org.uk/register

*The Registration Fee is GBP150 and can be paid through the weblink at the time when you register with the school. Please email the online payment record to your consultant-in-charge as a proof of payment. Thank you."|""|"GBP150"|""
20|21|"20211101111902"|"AA00007"|"Registration with Brighton College is now completed through its website.

*The Registration Fee is GBP350 and can be paid through the weblink at the time when you register with the school. Please email the online payment record and to your consultant-in-charge as a proof of payment.

** Please note that 1 Oct 2021 is a public holiday, we suggest you email your proof of application to your Consultant-In-Charge by 30 Sep 2021. Thank you.

***If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210903: can interview day place at TS
-HK age ok
-if students have taken UKiset, Brighton would like to receive a copy
will ask for reference from student's school"|"GBP350"|""
23|22|"20220721182511"|"AA00007"|"Please register with Uppingham School via the weblink below:

https://www.uppingham.co.uk/admissions/registration

The non-refundable Registration Fee of GBP 200 is payable through the weblink at the time of registration. 

* Please upload your child's birth certificate at the time of registration.

** After the online registration, please email the online payment record to your consultant-in-charge as the proof of payment.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"-can only consider Day applications for L6th entry 2023 and Year 9 entry 2024.
-cannot consider day applications for Year 9 or 10 2023.
-Please note that with so few day place available (we have 50 day pupils in 850 pupils) we are not an obvious candidate school for such pupils. It’s not really something I am keen to encourage unless the family is already living here. Being a day pupil is complicated here - Uppingham offer no bus services for its day pupils, for example."|"GBP200"|""
20|103|"20211019191826"|"AA00029"|"Registration with Caterham School is completed through the weblink below:

https://www.wisepay.co.uk/store/generic/template.asp?ACT=add_account&mID=159624&accfID=873

*The Registration Fee is GBP200 and can be paid through the weblink at the time when you register with the school. Please email the online payment record  to your consultant in charge as proof of payment.

**Please also email a colour copy of your child's birth certificate and passport to your consultant-in-charge.

***If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210831: happy to interview day or boarding. pls mark clearly in schedule
https://www.caterhamschool.co.uk/admissions/boarding-admissions/"|"GBP200"|""
25|21|"20231007091849"|"AA00007"|"Registration with Brighton College is completed through its website.

The non-refundable Registration Fee is GBP390 and can be paid through the weblink at the time of registration.  

* Please email the online payment record to your consultant-in-charge as proof of payment. 

** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"- HK age ok
- happy to interview day students - 20230817
EE students - need to send subject form"|"GBP390"|""
27|21|"20250218201020"|"AA00082"|""|""|""|""
23|1|"20220721212756"|"AA00007"|"Registration with Abingdon School is completed through the weblink below:

https://my.abingdon.org.uk/register

The non-refundable Registration Fee is payable through the weblink at the time of registration.  The fee list is as follows:

Applying for Year 7 - 8: GBP 250
Applying for Year 9 - 12: GBP 300

* Please email the online payment record to your consultant-in-charge as the proof of payment. 

** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20220721:per Jane
prefer not to interview Y7 or 8 applicants Sep2023, from past experience, only 1 or 2 places come up, for students who wish to apply Y8/2023, suggest to apply for Y9 Sep2024 first then WL for Y8/2023. 
Y10 & 12/2023 - ok to interview day, this year, there are more Y12 place as there is more boarding places from Sep2023 as new addition to boarding house 
also new dining hall
20220623: 
-will not consider Y9 Sep2023
-will ask for reference from student's school"|"GBP250(Year 7-8)/GBP300 (Year 9-12)"|""
20|1|"20211002131336"|"AA00007"|"Registration with Abingdon School is completed through the weblink below:

https://my.abingdon.org.uk/register

*The Registration Fee is GBP250 and can be paid through the weblink at the time when you register with the school. Please email the online payment record to your consultant-in-charge as a proof of payment. Thank you.

**If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210826: can interview Day place applications for years 7, 10 and 12 for Sep 2022 & Y9 Sep2023, exam formats are the same for day and boarding
happy to interview Y7 Sep2022 day place students at TS21
will not interview Y9 Sep2022
will ask for reference from student's school"|"GBP250"|""
23|533|"20220718163210"|"AA00080"|"Please register with The King's School, Canterbury (Year 9- 12) via the weblink below:   

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

* After the online registration, please email the online payment acknowledgement to your consultant-in-charge for follow up.

** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"- UK age only - correct age
- will invite second interview after TS interview ????"|"GBP200"|""
23|3|"20220928111836"|"AA00080"|"Registration with Bromsgrove School is completed through the weblink below:

https://apply.bromsgrove-school.co.uk/user/welcome.php

The non-refundable Registration Fee of GBP 200 can be paid through the weblink at the time when you register with the school.  

* Please email the online payment record to your consultant-in-charge as the proof of payment. 

** Please also email a colour copy of your child's passport and birth certificate to your consultant-in-charge.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"- will interview Day applicants
- HK age ok"|"GBP200"|""
20|12|"20210705145628"|"AA00061"|""|""|""|""
23|21|"20220817163143"|"AA00080"|"Registration with Brighton College is completed through its website.

The non-refundable Registration Fee is GBP390 and can be paid through the weblink at the time of registration.  

* Please email the online payment record to your consultant-in-charge as the proof of payment.

** Please note that 1 Oct 2022 is a public holiday, we suggest you to email your proof of application to your Consultant-In-Charge by 30 Sep 2022. 

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20220817: per Melissa
We will be processing applications following these two timelines. 

As for who will represent Brighton College at your Virtual Top Schools event this year, I’m not certain however I believe we will be represented by whomever of my colleagues usually represents us; normally the 11+ and 12+ coordinator doesn’t take part, so I won’t be there. 


-HK age ok
-if students have taken UKiset, Brighton would like to receive a copy
-will ask for reference from student's school
-will interview Day applicants 


For Sep2023 application, there are 2 routes:

Route 1: Attending Top Schools Interview Week
•	Attend AA Screening test in the period from March – August 2022, achieve the benchmark requested (Grammar: 80% Math: 84%)
•	AA will arrange interview in the Top Schools Interview Week (19-23 September 2022)
•	After the interview, if school is happy with the performance, the school will invite students to apply and it is at this stage that parents will complete Brighton College’s registration form and pay the reg fee. 
•	Attend the entrance exam on 9 Oct 2022
•	Result to be released in early Dec 2022

Route 2: Early Registration and Assessment 
•	Thursday 1st September 2022- registration deadline for overseas applicants. 
•	Thursday 15th September 2022- registration deadline for Academic Asia. 
•	Sunday 18th September 2022- applicants from Academic Asia sit our assessment papers. 
•	Wednesday 5th October 2022- Academic Asia notified of successful candidates for interview.
•	Saturday 15th / Sunday 16th October 2022- Brighton College interview shortlisted Academic Asia applicants. 
•	Result to be released in early Dec 2022

Brighton College will consider both groups of the applicants at the same time."|"GBP390"|""
23|4|"20220718185013"|"AA00007"|"Registration with Charterhouse is completed through the school's online registration form below:

https://www.charterhouse.org.uk/admissions/registration-details

The non-refundable Registration Fee is GBP300, and can be paid through the weblink at the time of registration.

* Please email the online payment record to your consultant-in-charge as the proof of payment.

** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"-only consider Y9 Sep2023 musician 
- Age: Jun-Aug are acceptable 
-will ask for reference from student's school
- can interview Day applicants, but can’t sponsor day pupils visa, so the students have to have a BNO or other settlement visa or a British passport"|"GBP300"|""
23|7|"20220902142255"|"AA00080"|"Please register with Headington School via the weblink below:

https://apply.headington.org/user/welcome.php

The non-refundable Registration Fee of GBP250 must be paid by bank transfer.  Please find below the school bank details and use the following reference format for the payment:

Daughters Surname, Forename and Place applied for, for example: ChanAnnaY9

Bank Name : Barclays Bank Plc
Bank Account No: 70480924
Address : Leicester, United Kingdom, LE87 2BB
Swift : BARCGB22
Account Name: Headington School Oxford Ltd
Sort Code : 20-65-26
IBAN No : GB31BARC20652670480924

* Please email the payment receipt of the registration fee to your consultant in charge as the proof of payment.

** Please also email a colour copy of your child's passport to your consultant-in-charge.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"220902:  from Julia Mullen:
we would prefer to interview Prep School day candidates outside of the Top Schools week if that helps as we find we really need to speak to the parents as well and we need more time than we have within the Top Schools format.  

-HK age ok
-HEADINGTON WILL NOT CONSIDER UNDERAGED STUDENTS EVEN THEY HAVE IGCSE RESULT-VERY FIRM POLICY
-WILL NOT CONSIDER Y8 (for both day and boarding)
-can interview day applicants"|"GBP250"|"Headington School Oxford Ltd"
34|12|"20210918122629"|"AA00007"|""|""|""|""
23|11|"20220928151759"|"AA00080"|"Please complete the below forms and return them to your Consultant-In-Charge by email together with the Payment Receipt of the Registration Fee. There is no need to submit the original forms.

(i)  Registration Form
(ii) Examination Form

Please pay the non-refundable registration fee of GBP 100 via bank transfer.  Bank details are as follows:

Bank Name: Barclays Bank Plc
Bank Account No: 10979880
Account Name: Shrewsbury School 
Sort Code: 20 78 01
Swift/BIC Code: BARC GB22 
IBAN Code: GB91 BARC 2078 0110 9798 80

Remark : Please quote your child's full name as reference.  Applicants are responsible for bank transfer charges for both parties.

* Please note that 1 Oct 2022 is a public holiday and 2 Oct 2022 is a Sunday, we suggest you to complete the application form and make the bank transfer payment by 30 Sep 2022, as it is sometimes quite difficult to make bank transfers on a public holiday and Sunday.

** Please also email a colour copy of your child's passport to your Consultant-In-Charge.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20220512:
•	Year 9 & 10 Exam Date – Sunday 6th November 2022 – Deadline 1st October 2022
•	Year 12 Exam Date – Sunday 13th November – Deadline 1st October 2022
AA helps to ask HK schools to issue reference to Shrewsbury
Message from School about Y10 vacancy for 2023:
Please be aware that our Year 10 recruitment for September 2023 will be very limited, as a result of a higher than expected Year 9 intake in September 2022.  The opening of our new 5th Girls House (and consequent additional capacity) will enable us to recruit around 15 girls into Year 10 but we are likely to be only recruiting about 5 boys into Year 10.  This will make it very competitive indeed, and I would ask for your support in managing expectations among Year 10 applicants."|"GBP100"|""
23|532|"20220718163204"|"AA00080"|"Please register with Junior King’s Canterbury via the weblink below: 

https://www.cognitoforms.com/TheKingsSchoolCanterbury/RegistrationForm

The non-refundable Registration Fee of GBP100 is payable through the weblink at the time of registration.

* You are required to upload a clear copy of your child’s passport (if available), birth certificate and latest school reports at registration.

** Please email the online registration payment record to your consultant-in-charge as the proof of payment.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"- will interview Day applicants
- correct age"|"GBP100"|""
20|3|"20210927103224"|"AA00029"|"Registration with Bromsgrove School is completed through the weblink below:

https://apply.bromsgrove-school.co.uk/user/welcome.php

*The Registration Fee is GBP200 and can be paid through the weblink at the time when you register with the school. Please email the online payment record to your consultant-in-charge as a proof of payment. Thank you.

**If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210901: will not consider Day applicants, also Y10 is full"|"GBP200"|""
20|7|"20210927103345"|"AA00029"|"Please register with Headington School via the weblink below:

https://apply.headington.org/user/welcome.php

The non-refundable Registration Fee of GBP250 must be paid by bank transfer.

*Please email the payment receipt of the registration fee to your consultant in charge as proof of payment.

** Please also email a colour copy of your child's passport to your consultant-in-charge.

***Please find below the school bank details and use the following reference format for the payment:

Daughters Surname, Forename and Place applied for, for example: ChanAnnaY9

Bank Name : Barclays Bank Plc
Bank Account No: 70480924
Address : Leicester, United Kingdom, LE87 2BB
Swift : BARCGB22
Account Name: Headington School Oxford Ltd
Sort Code : 20-65-26
IBAN No : GB31BARC20652670480924

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210809: can interview day applicants
HK age ok, 
HEADINGTON WILL NOT CONSIDER UNDERAGED STUDENTS EVEN THEY HAVE IGCSE RESULT-VERY FIRM POLICY
WILL NORMALLY NOT CONSIDER Y8"|"GBP250"|""
23|9|"20220917121608"|"AA00080"|"Please register with Lancing College via the weblink below:   

https://www.lancingcollege.co.uk/lancing-college/admissions/register-your-child

The non-refundable Registration Fee of GBP200 must be paid by bank transfer.  Bank details can be found on their website.

* Please email the payment receipt of the registration fee to your consultant in charge as the proof of payment.

** Please also email a colour copy of your child's passport to your Consultant-In-Charge.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20220914: 
Could I ask that all the students I interview have their actual passport with them and it must be the one they register with. This is because I need to do a passport check before I can make an offer. I am using the Top Schools event to interview the candidates and will not have another opportunity to do so again so it is important they all have their passport with them.

20220811: for Y9,10, applicants should apply asap after TS interview and take the exam asap. 

20220726: can add the UKISET to the file as supporting documents, but we like students to take our own testing as it gives us comparability of data. 

20220725: will not interview day students at TS

need reference from HK school"|"GBP200"|""
35|12|"20220819184858"|"AA00007"|""|"20220819: Tonbridge would like all HK students even those studying in the UK to take the screening test with AA."|""|""
23|6|"20220817212422"|"AA00007"|"The result is for your reference. The Application Procedure has been completed over the last few days. Good Luck to your exam this Sunday."|"20220817: all candidates need to submit a handwritten CV form 
- Age: Jun-Aug are acceptable"|"GBP350"|"Harrow School General Fund"
20|2|"20210927103143"|"AA00029"|"Registration with Badminton School is now completed through its website.

*The Registration Fee is GBP150 and can be paid through the weblink at the time when you register with the school. Please email the online payment record to your consultant-in-charge as a proof of payment. Thank you.

** Please also email a colour copy of your child's passport and birth certificate to your consultant-in-charge

***If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210826: can interview day or boarding at TS21, exam formats are the same for day and boarding
HK age ok
20210513:
Overseas candidates can choose to take either UKISET or Badminton exams. Badminton exams must be taken on the designated exam day. The Badminton exams are:
For Years 7 to 10 they take: English and Mathematics along with an online cognitive ability (verbal and non-verbal reasoning) test
For Year 12 entry they take: two subjects of their choosing along with an online cognitive ability (verbal and non-verbal reasoning) test."|"GBP150"|""
20|6|"20210926223201"|"AA00007"|"The result is for your reference. The Application Procedure has been completed over the last few days. Good Luck to your exam this Sunday."|"20201027: requested by Dr Sie_it would be extremely helpful if all the boys could write a CV listing their main academic and extra-curricular interests and listing any achievements/grades etc"|"GBP350"|"Harrow School General Fund"
20|533|"20211113113850"|"AA00007"|"* Please register with The King's School, Canterbury (Year 9- 12) via the weblink below:   

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

** The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

*** After the online registration, please email the online payment acknowledgement to your consultant-in-charge for follow up.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20211113: UK age only
will invite second interview after TS interview"|"GBP200"|""
20|11|"20211002131415"|"AA00007"|"* Complete the Registration Form and Examination Form. Please return them to your Consultant-In-Charge by email only, together with the Payment Receipt of the Registration Fee.  Please pay by bank transfer only.  School's bank details can be found on the registration form.

** Please note that 1 Oct 2021 is a public holiday and 2 Oct 2021 is a Saturday, we suggest you to complete the application form and make the bank transfer payment by 30 Sep 2021, as it is sometimes quite difficult to make bank transfers on a public holiday and/or a Saturday.

*** Please also submit a colour copy of your child's passport.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210831: happy to interview day or boarding. pls mark clearly in schedule
We will need a school reference for all those who sit our entrance exams.  We need to have the references available when we come to assess the candidates’ scripts. I am happy with your suggestion of sending the Reference Request forms to the school one month before the exam date. I am happy for these to go week commencing Monday 4th October.

will ask for reference from student's school , AA assists to collect"|"GBP100"|""
20|532|"20210927112555"|"AA00029"|"Please register with Junior King’s Canterbury via the weblink below: 

https://www.cognitoforms.com/TheKingsSchoolCanterbury/RegistrationForm

* The non-refundable Registration Fee of GBP100 is payable through the weblink at the time of registration.

** You are required to upload a clear copy of your child’s passport (if available), birth certificate and latest school reports at registration.

*** Please email the online registration payment record to your consultant-in-charge as a proof of payment.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|""|"GBP100"|""
20|9|"20211109201915"|"AA00007"|"* Complete their Online Registration Form and email your Consultant-In-Charge with the Registration Record.  Please pay by bank transfer and their bank details can be found on their website.

https://www.lancingcollege.co.uk/lancing-college/admissions/register-your-child


** Please also email a colour copy of your child's passport to your Consultant-In-Charge.


*** Lancing College will accept UKiset or CAT4+an English Written Task as their entrance exam.


**** Please apply UKiset through their Online Registration, please find attached the application procedure for your reference.


***** Please notify your Consultant-In-Charge after you have made the online registration and advise us the date and time your child wishes to take the UKiset, the test must be completed by Saturday, 30th October, 2021.  We would encourage you to apply and take the UKiset as early as possible, because it will take UKiset at least 3 working days to process their results.

****** If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment.

******* Alternatively, if your child wishes to take the CAT4 and the school’s English Written Task, please kindly inform your Consultant-In-Charge and they will liaise with the school to fix a date and time for your child to sit the tests at our office.

********If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210901: will not consider Day applicants
Deadline to submit Ukiset report: 30 October 2021
need reference from HK school"|"GBP200"|""
23|13|"20220906143954"|"AA00080"|"Please register with Warwick School via the weblink below: 

https://www.warwickschool.org/online-application-form

The non-refundable Registration Fee of GBP75 is payable by bank transfer.  Please see below bank details and quote your son's full name as reference.   Applicants are responsible for bank transfer charges for both parties.

Warwick Independent Schools Foundation Bank Details:
Account Name:  Warwick School Fees Account
Bank:  Lloyds Bank
Sort Code:  30-99-15
Account Number:  00734106
IBAN:  GB57 LOYD 3099 1500 7341 06
Swift Code:  LOYDGB21285

* Please upload your son's birth certificate at the time of registration.

** After the online registration, please email the following to your consultant-in-charge (i) online registration acknowledgement, (ii) bank payment advice as the proof of payment, and (iii) a colour copy of your child's birth certificate, for follow up.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20220906: Warwick is happy to interview day place applicants in TS2022 with the understanding that they will have BNO visa before joining the school 

-HK age is ok"|"GBP75"|""
23|2|"20220917121555"|"AA00080"|"Registration with Badminton School is completed through its website.

The non-refundable Registration Fee is GBP150 and can be paid through the weblink at the time of registration.  

* Please email the online payment record to your consultant-in-charge as the proof of payment. 

** Please also email a colour copy of your child's passport and birth certificate to your consultant-in-charge

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20220914: 
All candidates should have their passport to hand at the interview. If we cannot be satisfied that we can evidence their identify we may request a follow up interview.

HK age ok

20220801: can interview day applicants

20220702: note from Badminton:
To improve both the process and the candidate experience, we would be grateful if candidates could declare in advance of the interview if they wish to apply for a scholarship. The scholarship interview has additional questions, and if we don’t know intentions before the first interview we will require a second interview. It would be good to avoid this as much as possible, we appreciate candidates can change their mind! 

Candidates need to be aware that when applying for a scholarship, they cannot submit UKISET results but must sit the badminton exams on the given dates:

Year 12 – 4 November
Year 9 – 16 and 17 November
Year 7  - 11 and 12 January

CIC - when book interview for students aiming scholarship application, please book 2 slots (book the first slot then reserve teh second), all scholarship applicants have to do school own exam."|"GBP150"|""
20|22|"20211002115107"|"AA00029"|"Please register with Uppingham School via the weblink below:

https://www.uppingham.co.uk/admissions/registration

*The non-refundable Registration Fee of GBP200 is payable through the weblink at the time of registration. 

** Please upload your child's birth certificate at the time of registration.

*** After the online registration, please email the online payment record to your consultant-in-charge as a proof of payment.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"20210903: can interview day applicants"|"GBP200"|""
20|13|"20210927111940"|"AA00029"|"Please register with Warwick School via the weblink below: 

https://www.warwickschool.org/online-application-form

* The non-refundable Registration Fee of GBP75 is payable by bank transfer.  See below bank details. Please quote your son's full name as reference.   Applicants are responsible for bank transfer charges for both parties.

** Please upload your son's birth certificate at the time of registration.

*** After the online registration, please email the following to your consultant-in-charge (i) online registration acknowledgement, (ii) bank payment advice as proof of payment, and (iii) a colour copy of your child's birth certificate, for follow up.


Warwick Independent Schools Foundation Bank Details:
Account Name: Warwick School Fees Account
Bank: Lloyds Bank
Sort Code: 30-99-15
Account Number: 00734106
IBAN: GB57 LOYD 3099 1500 7341 06
Swift Code: LOYDGB21285

Remark : Please ensure the parents put the boys name on the transfer.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|""|"GBP75"|""
23|384|"20220927171410"|"AA00007"|"Your Consultant-In-Charge will email to you separately regarding the application procedure as soon as possible."|"20220927: 

Y9 Sep2023 Scholarship Application: - Academic scholarship can be completed in HK. No need to fly to the UK. (Sophia's message is that ideally the students should fly to the UK, but she is happy to do virtual interviews)

Y12 Sep2023: do not insist they fly to the UK. 

20220917: per Vics McClelland
Please can you ensure each candidate has their passport with them at interview as Sophie will need to see this for an identity check before commencing the interviews.

Radley College does not offer scholarship to Y12 applicants
scholarship is only offered to Y9 applicants
normally, school only consider correct age boys, but if super exceptional, can talk to Sophie."|""|""
20|384|"20211001205409"|"AA00007"|"Your Consultant-In-Charge will email to you separately regarding the application procedure as soon as possible."|"Radley College do not offer scholarship to Y12 applicants
scholarship is only offered to Y9 applicants
normally, school only consider correct age boys, but if super exceptional, can talk to Sophie."|""|""
23|12|"20221017191904"|"AA00007"|""|"20221017: make sure AA find out if the families have any connection or siblings at TB.

- prefer correct age, can consider students whose dob fall in June, July and August 
- only MD attends TS2022
- see separate sheets for application procedure
- pls note Y9 Sep2023 will be super competitive, Y10 Sep2023 is healthy (although school said it is healthy, this year group is always competition, pls note that Tonbridge can offer music scholarship to Y10 applicants)"|""|""
20|4|"20211002131359"|"AA00007"|"Registration with Charterhouse is completed through the school's online registration form below:

https://www.charterhouse.org.uk/admissions/registration-details

*The Registration Fee is GBP300 payable at the time of online registration. 

** The Application Deadline has been extended to 8 October 2021.

***After you have registered, please kindly email your Consultant-In-Charge the confirmation from Charterhouse. Thank you.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|"will ask for reference from student's school"|"GBP300"|""
33|533|"20210930111347"|"AA00061"|"* Please register with The King's School, Canterbury (Year 9- 12) via the weblink below:   

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

** The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

*** After the online registration, please email the online payment acknowledgement to your consultant-in-charge for follow up.

****If you have formally filed a registration and made registration fee payment to the school before the Top Schools Event, you are not required to register again."|""|"GBP200"|""
26|384|"20240828221940"|"AA00082"|"Your Consultant-In-Charge will email to you separately regarding the application procedure as soon as possible."|""|"GBP400"|""
23|500|"20220927161300"|"AA00007"|"The result is for your reference. We have sent the Application Procedure to you on Tuesday 27 September 2022 already. If you have any questions, please do not hesitate to contact your Consultant-In-Charge."|"20220904:  from Kate:
we will not know until the start of January 2023 as to whether we have any spaces or not. I am very happy to meet any potential candidates – indeed this would be extremely helpful for us.

20220904: does not encourage day place. She aims boarding. She mentioned that it is not easy to find residence in Winchester area."|""|""
26|13|"20240904234129"|"AA00082"|"Please register with Warwick School via the weblink below: 


<a href=""https://www.warwickschool.org/apply"">WarwickApplicationForm</a>

The non-refundable Registration Fee of GBP175 is payable by bank transfer.  Please see below bank details and quote your son's full name as reference.   Applicants are responsible for bank transfer charges for both parties.

Warwick Independent Schools Foundation Bank Details:
Account Name: Warwick School Fees Account
Bank: Lloyds Bank
Sort Code: 30-99-15
Account Number: 00734106
IBAN: GB57LOYD30991500734106
Swift Code: LOYDGB21285

* Please upload your son's birth certificate at the time of registration and his most recent school report. 

** After the completion of the application form, please email the following to your consultant-in-charge (i) application form, (ii) bank payment advice as the proof of payment, and (iii) a colour copy of your child's birth certificate, for follow up.

*** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|""|"GBP175 (Boarding)"|""
36|533|"20221005170123"|"AA00079"|"Please register with The King's School, Canterbury (Year 9- 12) via the weblink below:   

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

* After the online registration, please email the online payment acknowledgement to your consultant-in-charge for follow up.

** If you have formally filed a registration and made the registration fee payment to the school before the Top Schools Event, you are not required to register again."|"- UK age only - correct age
- will invite second interview after TS interview ????"|"GBP200"|""
