"school_id"|"banktype"|"currency"|"bankname"|"bankacc"|"bankaddress"|"ibankacc"|"swift"|"sortcode"|"ibanno"|"remarks"|"lastupdate"|"staffid"|"billingname"
37|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Ltd, Scholar's Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD301830016972 59"|""|"20130525"|""|"Ardingly College (Junior School)"
139|"Course"|"GBP"|"."|"."|"."|"."|"."|"."|"."|""|"20141005141919"|""|"Billing Address: Dean Close School, Shelburne Road, Cheltenham, Glos, GL51 6HE"
187|"Course"|"GBP"|"HSBC"|"01511270"|"33 The Borough, Farnham Surrey GU9 7NJ"|"Frensham Heights Educational Trust Ltd"|"MIDLGB22"|"40-21-05"|"GB43MIDL40210501511270"|""|"20130525"|""|"Frensham Heights"
676|"Course"|"GBP"|"HSBC"|"01092901"|"38-40 South Road, Haywards Heath, West Sussex, RH16 4LU"|"Newells School Trust"|"MIDLGB22"|"40-23-27"|"GB36MIDL40232701092901"|""|"20130525"|""|"Handcross Park School"
528|"Registration Fee"|"GBP"|"Lloyds Bank plc"|"00911302"|"130 High Street, Cheltenham, Gloucestershire, GL50 1EW, United Kingdom"|"Cheltenham Ladies’ College Registry Account"|"LOYDGB21054"|"30-91-87"|"GB74LOYD30918700911302"|"20170926:
Please reference registration fee payment in the following format:
‘your daughter’s family name and first name / CLC registration fee’
Account Name: Cheltenham Ladies’ College Registry Account
Sort Code: 30-91-87, Account Number: 00911302, Bank Name: Lloyds Bank plc
Address: 130 High Street, Cheltenham, Gloucestershire, GL50 1EW, United Kingdom
IBAN code: GB74LOYD30918700911302, Swift code: LOYDGB21054"|"20171206113418"|"AA00078"|""
634|"Course"|"GBP"|"Co-operative Bank"|"68461429"|"Po Box 82, 118-120 Colmore Row, Brimingham, B3 3BA"|"Lucton School"|"CPBKGB22"|"08-90-01"|"GB65CPBK08900168461429"|""|"20140411111958"|"AA00044"|"Lucton School"
288|"Course"|"GBP"|"Lloyds TSB Bank plc"|"37250968"|"-"|"LVS Ascot"|"LOYDGB21653"|"30-63-54"|"GB90 LOYD 3063 5437 2509 68"|"The remittance advice should always to sent to the School Fee Administrator with full payment details"|"20141231102144"|""|"LVS Ascot"
101|"Registration Fee"|"GBP"|"HSBC"|"80437581"|"HSBC, 60 Queen Victoria St, London, EC4N 4TR"|"CSFC Ltd"|"MIDLGB22"|"40-11-60"|"GB79HBUK40116080437581"|""|"20180118112256"|"AA00078"|""
367|"Course"|"GBP"|"Barclays Bank Plc"|"80736627"|"36-38 Milsom Street, Bath, BA1 1DW"|"Prior Park College Educational Trust"|"BARCGB22"|"20-05-06"|"GB37BARC20050680736627"|""|"20130525"|""|"Prior Park College"
150|"Registration Fee"|"GBP"|"Barclays Bank"|"90330965."|"-"|"Downside School"|"BARCGB22"|"20-47-06"|"GB59 BARC 2047 0690 3309 65"|""|"20180925093350"|"AA00078"|""
150|"Course"|"GBP"|"Barclays Bank Plc"|"90330965"|"37 Milsom Street, Bath, BA1 1DA"|"Downside Abbey Trustees Registered"|"BARCGB22"|"20-05-06"|"GB44BARC20050690330965"|""|"20140415132443"|"AA00044"|"Downside School"
150|"Registration Fee"|"GBP"|"Barclays Bank"|"90330965."|"-"|"Downside School"|"BARCGB22"|"20-47-06"|"GB59 BARC 2047 0690 3309 65"|""|"20180925093503"|"AA00078"|""
544|"Deposit"|"GBP"|"National Westminster Bank Plc"|"18319831"|"PO Box 6037,186 Brompton Rd, London SW3 1SJ"|"GDST Fees Account"|""|"60-04-04"|""|""|"20130525"|""|"Royal High School"
306|"Course"|"GBP"|"HSBC"|"32613778"|"6 Broad Street, Worcester WR1 2EJ"|"Malvern St James"|"MIDLGB2109U"|"40-47-17"|"GB13MIDL40471732613778"|""|"20130525"|""|"Malvern St James"
306|"Course"|"GBP"|"HSBC"|"32613778"|"6 Broad Street, Worcester WR1 2EJ"|"Malvern St James"|"MIDLGB2109U"|"40-47-17"|"GB50 HBUK 40471732613778"|""|"20181109103844"|"AA00078"|"Malvern St James"
413|"Course"|"GBP"|"Barclays Bank"|"00775142"|"1 North End, Croydon, Surrey, CR9 1RN"|"Russell School Trust"|"BARCGB22"|"20-24-61"|"GB73BARC20246100775142"|"[3Apr14] include the reference shown on school invoice on the reverse"|"20161004214114"|""|"Russell School Enterprises Ltd"
103|"Course"|"GBP"|"HSBC"|"30113050"|"60 Queen Victoria Street, London, EC4N 4TR"|"Caterham School Ltd Re Fees account"|"MIDLGB22"|"40-11-60"|"GB93HBUK40116030113050"|""|"20170912152134"|"AA00075"|""
13|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00734106"|"12 Swan Street, Warwick, Warwickshire, CV34 4BJ"|"Warwick Independent Schools Foundation"|"LOYDGB21285(BIC)"|"30-99-15"|"GB57 LOYD 3099 1500 7341 06"|"Please ensure the parents put the boys name on the transfer. Please allow GBP 20 as the bank charges in the UK."|"20141018103017"|"AA00032"|"Warwick School"
2|"Course"|"GBP"|"Allied Irish Bank"|"01518054"|"19 whiteladies Road, Clifton, Bristol, BS81PB"|"Badminton School"|"AIBKGB2L"|"23-84-80"|"GB55AIBK23848001518054"|"For internet payment, there will be GBP 4 charge, details pls go to sch website"|"20130525"|""|"Badminton School"
2|"Course"|"GBP"|"Barclays Bank"|"33129640"|"Barclays Bank, 1 Churchill Place, Canary Wharf, London E14 5HP"|"Badminton School Limited"|"BARCGB22"|"20-00-00"|"GB22 BARC 2000 0033 1296 40"|""|"20181221152130"|"AA00007"|""
2|"Course"|"GBP"|"Barclays Bank"|"33129640"|"Barclays Bank, 1 Churchill Place, Canary Wharf, London E14 5HP"|"Badminton School Limited"|"BARCGB22"|"20-00-00"|"GB22 BARC 2000 0033 1296 40"|""|"20181221152152"|"AA00007"|""
59|"Course"|"GBP"|"National Westminster Bank Plc"|"59013869"|"High Street, Cranbrook, Kent, TN17 3EJ"|"Bethany School Limited"|"NWBKGB2L"|"60-06-18"|"GB61NWBK60061859013869"|""|"20130525"|""|"Bethany School"
11|"Course"|"GBP"|"Svenska Handelsbanken AB (publ) - (Handelsbanken)"|"56384182"|"Svenska Handelsbanken AB (publ)"|"Shrewsbury School"|"HANDGB22"|"40-51-62"|"GB98HAND40516256384182"|"When making such payments, we would be grateful if you could use either your son or daughters account number (on school bill) or family name with initial as the payment reference."|"20170119110445"|"AA00007"|"Shrewsbury School"
17|"Course"|"GBP"|"Lloyds Bank PLC"|"39603560"|"27 High Street, Colchester, Essex, CO1 1DU"|"Colchester Royal Grammar School"|"LOYDGB21115"|"30-92-16"|"GB93 LOYD 3092 1639 6035 60"|"Please put down student's name as remarks and any bank charges are responsible by the remitter."|"20150109103722"|"AA00032"|"Colchester Royal Grammar School"
11|"Course"|"GBP"|"Svenska Handelsbanken AB (publ) - (Handelsbanken)"|"56384182"|"Svenska Handelsbanken AB (publ)"|"Shrewsbury School"|"HANDGB22"|"40-51-62"|"GB98HAND40516256384182"|"When making such payments, we would be grateful if you could use either your son or daughters account number (on school bill) or family name with initial as the payment reference."|"20181223162239"|""|"Shrewsbury School_purchaseledger@shrewsbury.org.uk"
389|"Course"|"GBP"|"National Westminster Bank Plc"|"52707865"|"Market Place, Loughborough, LE11 3NZ"|"Ratcliffe College"|"NWBKGB2L"|"60-14-10"|"GB34NWBK60141052707865"|"20180427: If paying fees direct to the School's bank account, please put the pupil’s account number in the reference field on the paying-in slip."|"20180427101007"|"AA00078"|"Ratcliffe College"
211|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00096360"|"18 Monnow Street, Monmouth NP25 3XH"|"Monmouth School for Girls"|"LOYDGB21493"|"30-95-71"|"GB46LOYD30957100096360"|"[17May14] Cheque- Payment with either ‘Haberdashers’ Monmouth School for Girls’ or ‘HMSG’ is acceptable by the bank. School usually finds it easier for parents to just write ‘HMSG’"|"20171208122125"|"AA00078"|"Monmouth School for Girls"
465|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00653408"|"95-97 Regent Street, Gonville Place, Cambridge CB2 1BQ"|"St Mary's School, Cambridge"|"LOYDGB21035"|"30-13-55"|"GB03LOYD30135500653408"|"Please ensure the applicants name is quoted as the reference, so that we can match up the payment with the application"|"20130525"|""|"St Mary's School"
480|"Course"|"GBP"|"National Westminster Bank Plc"|"46101667"|"11 The Parade, Canterbury, Kent, CT1 2SQ"|"St. Edmund's School"|"NWBKGB2L"|"60-04-27"|"GB07NWBK60042746101667"|""|"20130525"|""|"St Edmund's School"
302|"Course"|"GBP"|"National Westminster Bank Plc"|"08164312"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Grammar School"|"NWBKGB2L"|"60-14-10"|"GB28NWBK60141008164312"|""|"20130801095211"|"AA00025"|"Loughborough Grammar"
302|"Course"|"GBP"|"National Westminster Bank Plc"|"08164312"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB28NWBK60141008164312"|"For the payment of fees ONLY"|"20190326113555"|"AA00076"|"Loughborough Grammar"
302|"Registration Fee"|"GBP"|"National Westminster Bank plc"|"08171610"|"135 Bishopsgate London, EC2M 3UR - United Kingdom"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB86 NWBK 6014 1008 1716 10"|""|"20190326114349"|"AA00076"|""
302|"Registration Fee"|"GBP"|"National Westminster Bank plc"|"08171610"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB86 NWBK 6014 1008 1716 10"|""|"20190326114405"|"AA00076"|""
302|"Registration Fee"|"GBP"|"National Westminster Bank plc"|"08171610"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB86 NWBK 6014 1008 1716 10"|"For Registration fee and Deposit"|"20190326114659"|"AA00076"|""
20|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00070500"|"City Office, London, United Kingdom"|"City of London Freemen's School Fees Account"|"LOYDGB2LCTY"|"30-00-02"|"GB04LOYD30000200070500"|"[13Mar2014] Please ensure your child's full name is included in the transaction reference."|"20140313183837"|"AA00044"|"City of London Freemen's School"
264|"Course"|"GBP"|"HSBC"|"61362062"|"1 Middle Street, Yeovil, Somerset, BA20 1LR"|"King's School, Bruton"|"MIDLGB2165H"|"40-47-28"|"GB44MIDL40472861362062"|""|"20130525"|""|"King's School Bruton"
139|"Course"|"GBP"|"HSBC Bank plc"|"10292443"|"109 Bath Road, Cheltenham, GL53 7RA"|"Dean Close School"|"MIDLGB2125K"|"40 17 09"|"GB76MIDL40170910292443"|""|"20180518103041"|"AA00078"|"Billing Address: Dean Close School, Shelburne Road, Cheltenham, Glos, GL51 6HE"
140|"Course"|"GBP"|"HSBC"|"10292443"|"HSBC Bank plc, Montpellier, 109 Bath Road, Cheltenham, Gloucestershire GL53 7RA"|"Dean Close School"|"MIDLGB2125K"|"40 17 09"|"GB76MIDL40170910292443"|""|"20130525"|""|"Dean Close School"
177|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00288101"|"1 West Street, Horsham, West Sussex RH13 6AA"|"Farlington School Trust Ltd"|"LOYDGB21084"|"30-94-41"|"GB61LOYD30944100288010"|""|"20130525"|""|"Farlington School"
380|"Course"|"GBP"|"HSBC"|"40010146"|"22 Victoria Street, Westminster, London, SW1H 0NJ"|"Queen's College, Taunton"|"MIDLGB22"|"40-02-06"|"GB06MIDL40020640010146"|""|"20170815122324"|"AA00032"|"Queen's College"
78|"Course"|"GBP"|"Barclays Bank Plc"|"60208426"|"Solent and Dorset Business Centre, PO BOX 612, Ocean Way, Ocean Village, Southampton, SO14 6ZP"|"Brockenhurst College"|"__"|"20-53-53"|"GB34BARC20535360208426"|"Please include reference such as students name for processing purposes. Please ensure that the amount you pay includes all charges for transmission, both in your own country and in the UK. (GBP 20 bank charges) (26.02.09)

invoice can be emailed to  finance@wess.ac.uk"|"20141117102152"|""|"Billing Address: Brockenhurst College Finance, Redlands, 25 Knyveton Road, Bournemouth,BH1 3QQ,"
532|"Course"|"GBP"|"Barclays Bank Plc"|"50651591"|"London Corporate Banking, 54 Lombard Street, London EC3V 9EX"|"The King's School, Canterbury"|"BARCGB22"|"20-00-00"|"GB13BARC20000050651591"|""|"20130525"|""|"Junior King's School (The)"
30059|"Course"|"GBP"|"HSBC"|"10012637"|"HSBC City Of London 401160, 60 Queen Victoria Street, London, EC4N 4TR"|"Fine Arts College Ltd"|"MIDLGB22"|"40-11-60"|"GB87MIDL40116010012637"|""|"20191112115921"|"AA00078"|""
41|"Course"|"GBP"|"HSBC"|"60116572"|"7 Prospect Crescent, Harrogate, HG1 1RN"|"Ashville College"|"MIDLGB2104P"|"40-23-12"|"GB31MIDL40231260116572"|""|"20130525"|""|"Ashville College"
61|"Course"|"GBP"|"Lloyds TSB Bank plc"|"00006131"|"Bishop's Stortford Branch, 20 North Street, Bishop's Stortford, CM23 2LN"|"Bishop's Stortford College"|"LLOYDGB2L"|"30-90-84"|"GB 83 LOYD 30 90 84 00006131"|""|"20170914185425"|"AA00075"|"Bishops Stortford College"
185|"Course"|"GBP"|"Barclays Bank Plc"|"00111635"|"Suffolk Coastal Group, Market Hill, Framlingham, Suffolk"|"Albert Memorial College Main Account"|"BARCGB22"|"20-98-07"|"GB46BARC20980700111635"|""|"20130525"|""|"Framlingham College"
35|"Course"|"GBP"|"Barclays Bank"|"-"|"1-3 Parliament Street, York, YO1 1XD, UK"|"St Laurence Education Trust"|"BARCGB22"|"-"|"GB49 BARC 2099 1503 7447 95"|"20191126: This account is for parents not using a UK bank account."|"20191126094546"|"AA00078"|""
524|"Course"|"GBP"|"HSBC"|"81781235"|"17 North Street, Taunton, Somerset TA1 1NA"|"Taunton School (TSI)"|"MDLGB2112B"|"40-44-04"|"GB15MIDL40440481781235"|""|"20140117104629"|"AA00025"|"Taunton School"
261|"Course"|"GBP"|"National Westminster Bank Plc"|"59601906"|"49 North Street, Taunton, Somerset, TA1 1NB"|"King's College Guaranteed Place Account"|"NWBKGB2L"|"60-80-06"|"GB47NWBK60800659601906"|"20151230: Billing name was WST Enterprises Ltd, changed to King’s Schools Taunton Ltd
20160122: send all invoices to Anya Rowley, Finance Manager, King's College and King's Hall School, t:  01823 328106, e: afrowley@kings-taunton.co.uk"|"20160122102756"|""|"King’s Schools Taunton Ltd"
261|"Course"|"GBP"|"National Westminster Bank Plc"|"70884811"|"49 North Street, Taunton, Somerset, TA1 1NB"|"King's College Scholars Account"|"NWBKGB2L"|"60-80-06"|"GB06 NWBK 608006 70884811"|"20151230: Billing name was WST Enterprises Ltd, changed to King’s Schools Taunton Ltd
20160122: send all invoices to Anya Rowley, Finance Manager, King's College and King's Hall School, t:  01823 328106, e: afrowley@kings-taunton.co.uk"|"20200108144548"|"AA00078"|"King’s Schools Taunton Ltd"
271|"Course"|"GBP"|"HSBC"|"41339338"|"HSBC Bank, The Peak, 333 Vauxhall Bridge Road, Victoria, London, SW1V 1EJ"|"Kingsley School Bideford"|"HBUKGB4110E"|"40-02-06"|"GB16HBUK40020641339338"|"20180321: For payment reference please give full name."|"20180321175138"|"AA00078"|"Kingsley School"
241|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00221563"|"Lloyds Chambers, Lloyds Avenue, Ipswich IP1 3HJ"|"Ipswich School"|"LOYDGB21046"|"30-94-55"|"IBAN GB52LOYD30945500221563"|""|"20130528120726"|"AA00025"|"Ipswich School"
241|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00221563"|"Lloyds Chambers, Lloyds Avenue, Ipswich IP1 3HJ"|"Ipswich School No 1 Account"|"LOYDGB21046"|"30-94-55"|"GB52LOYD30945500221563"|""|"20200123112537"|"AA00078"|"Ipswich School"
551|"Others"|"GBP"|"Lloyds Bank Plc"|"59367260"|"1 Pride Hill, Shrewsbury, Shropshire, United Kingdom, SY1 1DG"|"Thomas Adams School - Boarding House"|"LOYDGB21B83"|"30-97-62"|"GB53LOYD30976259367260"|"20200306: This account is for all monies to be paid into the expenses account. Please quote the student’s name as the reference on the payment."|"20200306123728"|"AA00078"|""
551|"Course"|"GBP"|"Lloyds Bank Plc"|"58364760"|"1 Pride Hill, Shrewsbury, Shropshire, United Kingdom, SY1 1DG"|"Thomas Adams School"|"LOYDGB21B83"|"30-97-62"|"GB91LOYD30976258364760"|"20200306: This account is for termly fees. Please quote the student’s name as the reference on the payment"|"20200306123503"|"AA00078"|""
480|"Course"|"GBP"|"National Westminster Bank Plc"|"08823669"|"11 The Parade, Canterbury, Kent, CT1 2SQ"|"St. Edmund's School"|"NWBKGB2L"|"60-04-27"|"GB03NWBK60042708823669"|""|"20190302131425"|"AA00078"|"St Edmund's School"
271|"Course"|"GBP"|"Barclays Bank PL"|"90041084"|"Barclays Bank PL, Leicester, Leicestershire, United Kingdom, LE87 2BB"|"Kingsley School Bideford"|"BUKBGB22 or BUKBGB22XXX"|"20-17-68"|"GB42BARC20176890041084"|"20180321: For payment reference please give full name."|"20200110180256"|"AA00078"|"Kingsley School"
89|"Course"|"GBP"|"Barclays Bank Plc"|"90225762"|"Barclays Business Banking, Sussex & Gatwick Team, PO Box 165, 90/92 High Street, Crawley, BX3 2BB"|"Burgess Hill School for Girls No 4 Account"|"BARCGB22"|"20-49-76"|"GB38 BARC 2049 7690 2257 62"|""|"20140310122409"|"AA00019"|"Burgess Hill School For Girls"
680|"Course"|"GBP"|"National Westminster Bank Plc"|"16071433"|"85 High Street, Rye, East Sussex, TN31 7JS"|"Earlscliffe"|"NWBKGB2L"|"60-18-09"|"GB07NWBK60180916071433"|"Please make sure the student's name is clearly marked on the bank transfer. Please make sure you pay ALL the transfer charges so that the college receives the full amount of the payment due"|"20130525"|""|"Earlscliffe"
680|"Course"|"GBP"|"HSBC Bank plc"|"11076698"|"60 Queen Victoria Street, London, EC4N 4TR, UK."|"Earlscliffe"|"HBUKGB4B"|"40-11-60"|"GB34HBUK40116011076698"|""|"20200522163815"|"AA00078"|""
676|"Course"|"GBP"|"HSBC Plc"|"60020931"|"38-40 South Road, Haywards Heath, RH16 4LU"|"Newells School Trust Ltd"|"HBUK GB 4194 V"|"40-11-65"|"GB 13 HBUK 40 11 65 60020931"|"Bank:                                HSBC Plc                    Sort code: 40-11-65
Account number:            60020931
Branch:                             Haywards Heath         Account name: Newells School Trust Ltd
Bank Address:                 38-40 South Road       IBAN:    GB 13 HBUK 40 11 65 60020931
Haywards Heath         BIC:  HBUK GB 4194 V
RH16 4LU"|"20180609122237"|"AA00078"|"Handcross Park School"
268|"Course"|"GBP"|"."|"."|"."|"."|"."|"."|"."|""|"20190529231025"|""|"Roffa Limited"
549|"Registration Fee"|"GBP"|"Lloyds Bank plc"|"34647068"|"-"|"The Stephen Perse Foundation"|"LOYDGB21"|"30-13-55"|"GB24LOYD30135534647068"|""|"20190416100027"|"AA00078"|""
549|"Course"|"GBP"|"Barclays Bank Plc"|"53180093"|"9/11 St Andrew's Street, Cambridge, CB2 3AA"|"The Stephen Perse Foundation"|"BARCGB22"|"20-17-19"|"GB05BARC20171953180093"|""|"20130525"|""|"The Stephen Perse Foundation"
373|"Course"|"GBP"|"Natwest Bank"|"8081 0012"|"169 Victoria Street SW1E 5BT"|"The Royal Foundation of Grey Coat Hospital (QAS Account)"|"NWBKGB2L"|"51-50-14"|"GB30NWBK51501480810012"|"Please give the name of the girl on all correspondence."|"20170902143750"|"AA00075"|""
552|"Course"|"GBP"|"Royal Bank of Scotland"|"20393028"|"London City Office, 62/63 Threadneedle Street, London EC2R 8LA"|"Thornton College"|""|"15-10-00"|"GB76RBOS15100020393028"|""|"20130525"|""|"Thornton College"
50|"Course"|"GBP"|"HSBC"|"92732971"|"12 All Hallows, Bedford, MK40 1LJ"|"The Harpur Trust"|"MIDLGB2102H"|"40-10-02"|"GB60MIDL40100292732971"|""|"20150127110506"|"AA00032"|"Bedford School"
125|"Course"|"GBP"|"HSBC"|"92487918"|"62 George White Street, Cabot Circus Bristol, BS1 3BA"|"Clifton College"|"MIDLGB22"|"40-14-13"|"GB66MIDL40141392487918"|"Please ensure that you clearly include the pupil's name in the transaction Reference field so that we can trace and indentify the transaction on receipt."|"20130525"|""|"Clifton College"
16|"Course"|"GBP"|"Allied Irish Bank"|"00415012"|"201/203 The Broadway, Wimbledon, London, SW19 1FF"|"Epsom College"|"AIBKGB 2L"|"23-84-81"|"GB32AIBK23848100415012"|"Examination Fee : GBP 20. To ensure that the funds reach the correct account, it is very important that the candidate's name is quoted as a reference"|"20130525"|""|"Epsom College"
345|"Course"|"GBP"|"Barclays Bank Plc"|"10679259"|"Mortlock House, PO Box 885, Histon, CB4 9DE"|"Oundle School Fees in Suspense"|"BARCGB22"|"20-67-37"|"GB30BARC20673710679259"|"Please make sure you quote your child's name so that we know the payment is from you.

[20Sep14] Amended the address, which before was:  Po Box 422, 1 Church Street, Peterborough, PE1 1QR"|"20140920121947"|"AA00032"|"Oundle School"
532|"Course"|"GBP"|"Barclays Bank Plc"|"50651591"|"1 Churchill Place, London, E14 5HP"|"The King's School, Canterbury"|"BARCGB22"|"20-00-00"|"GB13BARC20000050651591"|"20190924: Old address: London Corporate Banking, 54 Lombard Street, London EC3V 9EX

Reference: (surname of pupil)..../ JKS / Reg (Please ensure the latter part of this reference is included)"|"20190924122059"|"AA00078"|"Junior King's School (The)"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL"|"Mayfield School"|"NWBKGB2L"|"60-10-30"|"GB30NWBK"|""|"20170626125917"|""|"Mayfield School Services Ltd"
103|"Course"|"GBP"|"HSBC"|"30113050"|"60 Queen Victoria Street, London, EC4N 4TR"|"Caterham School Ltd Re Fees account"|"MIDLGB22"|"40-11-60"|"GB93HBUK40116030113050"|"20181205: Acceptance fee payable to ""Caterham School Limited"""|"20181205121314"|"AA00078"|""
472|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"40794104"|"London Medium Business, United Kingdom House, 180 Oxford Street, London, W1D 1EA"|"St Bede's School Trust Sussex"|"BARCGB22"|"20-06-05"|"GB15BARC20060540794104"|""|"20140122115317"|"AA00019"|""
211|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00096360"|"18 Monnow Street, Monmouth NP25 3XH"|"Monmouth School for Girls"|"LOYDGB21493"|"30-95-71"|"GB46LOYD30957100096360"|"[17May14] Cheque- Payment with either ‘Haberdashers’ Monmouth School for Girls’ or ‘HMSG’ is acceptable by the bank. School usually finds it easier for parents to just write ‘HMSG’"|"20190118223834"|""|"Monmouth School Enterprises Ltd, Almshouse Street, Monmouth, NP25 3XP"
545|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00060406"|"82 High Street, Rickmansworth, Hertfordshire, WD3 1AG"|"The Royal Masonic School for Girls LTD"|"LOYDGB21023"|"30-96-35"|"GB31LOYD30963500060406"|""|"20130525"|""|"The Royal Masonic School"
30056|"Course"|"GBP"|"Lloyds Bank"|"00732006"|"-"|"King's High Fees Account"|"LOYDGB21285"|"-"|"-"|""|"20201027145451"|"AA00078"|""
576|"Registration Fee"|"GBP"|"Barclays Bank"|"63689018"|"1 Churchill Place, London, E145HP"|"Bright Scholar (BCS) Management Limited"|"BARCGB22"|"20-17-27"|"GB96BARC20172763689018"|""|"20191031112012"|"AA00078"|""
302|"Registration Fee"|"GBP"|"National Westminster Bank Plc"|"08171610"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB86 NWBK 6014 1008 1716 10"|"For Registration fee and Deposit"|"20190326114714"|"AA00076"|""
7|"Course"|"GBP"|"Barclays Bank Plc"|"70480924"|"Leicester, United Kingdom, LE87 2BB"|"Headington School Oxford Ltd"|"BARCGB22"|"20-65-26"|"GB31BARC20652670480924"|"Please use the following format for the reference accompanying the online payment:
Daughter’s surname Daughter’s Christian name"|"20180206181039"|"AA00078"|"Headington School Services Ltd"
30043|"Course"|"GBP"|"Bank of China"|"90009819"|"-"|"The National Mathematics and Science College Ltd"|"BKCHGB2U"|"-"|"GB90 BKCH 4050 3790 0098 19"|"Reference: Student's name"|"20210119101211"|"AA00078"|""
29|"Course"|"GBP"|"-"|"13652660"|"-"|"HAFT t/a AGS Boarding"|"LOYDGB21541"|"30 96 02"|"GB43 LOYD 3096 0213 6526 60"|""|"20131210100011"|"AA00025"|""
328|"Course"|"GBP"|"National Westminster Bank Plc"|"33489750"|"5 Market Place, Chesterfield, S40 1TJ"|"Mount St Mary's College"|"NWBKGB2L"|"60-40-09"|"GB48NWBK60400933489750"|""|"20150331191103"|""|"Mount St. Mary's College"
533|"Course"|"GBP"|"Barclays Bank Plc"|"50651591"|"London Corporate Banking, 54 Lombard Street, London EC3V 9EX"|"The King’s School, Canterbury"|"BARCGB22"|"20-00-00"|"GB13BARC20000050651591"|"Reference: (Student's Surname) /Reg"|"20130525"|""|"King's School"
53|"Course"|"GBP"|"Barclays Bank Plc"|"50526223"|"73-75 Calverley Road, Tunbridge Wells, Kent, TN1 2UZ"|"Beechwood Sacred Heart School"|"BARCGB22"|"20-88-13"|"GB03BARC20881350526223"|"Ref: Name of pupil"|"20140313130839"|"AA00044"|"Beechwood Sacred Heart"
62|"Course"|"GBP"|"Lloyds Bank"|"29311168"|"37 Market Place, WQarminster, Wiltshire, BA12 9BD, England"|"Bishopstrow College Limited"|"LOYDGB21294"|"30 99 13"|"GB72LOYD30991329311168"|"Advice to payee:[name of student]"|"20160211180822"|"AA00044"|""
323|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00095828"|"18 Monnow Street, Monmouth NP25 3XH"|"Monmouth School"|"LOYDGB21493"|"30-95-71"|"GB54LOYD30957100095828"|"Quoting the pupils name as reference"|"20171122213232"|""|"Monmouth School for Boys"
323|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00095828"|"18 Monnow Street, Monmouth NP25 3XH"|"Monmouth School"|"LOYDGB21493"|"30-95-71"|"GB54LOYD30957100095828"|"Quoting the pupils name as reference"|"20210415150440"|""|"Monmouth School Enterprises Ltd"
676|"Course"|"GBP"|"HSBC Plc"|"60020931"|"38-40 South Road, Haywards Heath, RH16 4LU"|"Newells School Trust Ltd"|"HBUK GB 4194 V"|"40-11-65"|"GB 13 HBUK 40 11 65 60020931"|""|"20200703151923"|"AA00078"|"Handcross Park School"
676|"Course"|"GBP"|"HSBC Plc"|"60020931"|"38-40 South Road, Haywards Heath, RH16 4LU"|"Newells School"|"HBUK GB 4194 V"|"40-11-65"|"GB 13 HBUK 40 11 65 60020931"|""|"20210428170638"|"AA00078"|"Handcross Park School"
534|"Course"|"GBP"|"Handelsbanken"|"69165142"|"Trinity Tower, 9 Thomas More Street, London, E1W 1GE"|"The Leys School"|""|"40-51-62"|"GB20HAND40516269165142"|""|"20130525"|""|"The Leys School"
18|"Registration Fee"|"GBP"|"The National Westminster Bank"|"05509491"|"Cheap Street, Sherborne, Dorset, DT9 3BH"|"-"|"NWBKGB2L"|"60-19-12"|"GB77NWBK60191205509491"|""|"20151009115613"|"AA00044"|""
322|"Course"|"GBP"|"National Westminster Bank Plc"|"57158320"|"15 High Street, Bath, BA1 5AH"|"Monkton Combe School"|"NWBKGB2L"|"56-00-34"|"GB40NWBK56003457158320"|""|"20130525"|""|"Monkton Combe School"
