"aa_id"|"case"|"pickupby"|"flightno"|"airline"|"arrivalairport"|"arrivaldate"|"arrivaltime"|"predepart"|"joininst"|"lastupdate"|"staffid"|"remarks"|"journeyno"|"route"
"S031202"|"N"|""|""|""|"Heathrow T3"|"20170831"|"8.30"|"confirmation emailed family"|"20170821: mum called to cancel airport pickup service as they have friend taking Elvis to school. B ed to schoo
Bromsgrove staff will be waiting at the arrivals meeting point with a sign.   Student need to look out for the board as they enter arrival hall."|"20170821152525"|"AA00007"|"20170821: mum called to cancel airport pickup service as they have friend taking Elvis to school. B ed to school
Elvis will arrive two days earlier and stay with guardian.  Will go back to Heathrow to join the school coach on 31 August, Heathrow T3 at 8.30am"|481|1
"S006369"|"N"|""|"Air France"|"100"|"Bristol"|"20150703"|"06:00"|"details confirmed"|"arrival"|"20150703113543"|""|""|376|2
"S006369"|"N"|""|""|""|""|"20150703"|""|""|""|"20150703113546"|""|""|376|3
"S006369"|"N"|""|""|""|""|"20150703"|""|""|""|"20150703113547"|""|""|376|4
"S033130"|"Y"|""|"Cathay Pacific CX0343"|""|"London Gatwick Terminal S"|"20160904"|"0630"|""|""|"20160826173557"|"AA00066"|""|473|2
"S031016"|"Y"|"Quest"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714130723"|"AA00032"|""|419|1
"S033130"|"N"|""|"Cathay Pacific CX0912"|""|"Hong Kong International Terminal 1"|"20160903"|"1045"|"confirmation emailed family"|"Whg confirmed they have arranged Streamline taxis 01273 202020 to pick up Jeremy from Gatwick Airport on 4th September to take him to Lancing College.  The Driver will be waiting at arrivals with a Whitehouse Board with Jeremy's name on it.  As soon as they have the Drivers name and mobile number they will pass this information to us.

The payment for this trip will be deducted from the lodgment held by Head Office."|"20160826181845"|"AA00066"|""|473|1
"S032754"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130740"|"AA00032"|""|420|1
"S030542"|"Y"|"WHG"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714130753"|"AA00032"|""|422|1
"S031680"|"Y"|"School"|"Virgin Atlantic VS 207"|""|"London Heathrow T3"|"20150906"|"0525"|"sch/guardian cfm booking will be made"|""|"20150801113214"|"AA00064"|""|449|1
"S006369"|"N"|""|"British Airways"|""|"France"|"20150903"|"1100"|""|""|"20150703124531"|"AA00061"|""|374|1
"S006369"|"N"|""|""|""|""|"20150713"|""|""|""|"20150713143027"|"AA00032"|""|393|2
"S011966"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20150903"|"04:45"|"sch/guardian cfm booking will be made"|""|"20150715153036"|"AA00032"|""|442|1
"S032824"|"Y"|"School"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20150915"|"0620"|"sch/guardian cfm booking will be made"|""|"20150727154637"|"AA00064"|""|440|1
"S034988"|"Y"|""|"British Airways"|""|"London Heathrow T5"|"20170826"|""|""|""|"20170722164654"|"AA00072"|"BA 32"|479|1
"S033295"|"Y"|""|"Stobart Air BE811"|""|"Isle of Man Ronaldsway"|"20160905"|"0930"|""|""|"20160830144559"|"AA00066"|""|474|2
"S007208"|"N"|""|"British Airways"|""|"London Heathrow T5"|"20150905"|"0520"|""|""|"20150904125521"|"AA00003"|"will change flight to Manchester"|452|1
"S006369"|"Y"|"School"|"Cathay Pacific CX450"|""|"London Heathrow T5"|"20150907"|"0500"|"sch/guardian cfm booking will be made"|"Terminal 5 arrival lobby"|"20150710125834"|"AA00061"|""|384|1
"S007208"|"Y"|"School"|"British Airways"|"30"|"Manchester T1"|"20150905"|"1040"|"details confirmed"|"information counter
Mr Wood, Admissions Secreatary"|"20150904125626"|"AA00003"|""|452|2
"S006369"|"N"|""|""|""|""|"20150710"|""|""|""|"20150710130214"|"AA00061"|""|386|3
"S036495"|"Y"|"School"|"British Airways"|"27.2 GBP per person (School bus) + £170 approx. (taxi fare)"|"London Heathrow T5"|"20180904"|"04:50"|"family acknowledged confirmation"|"Mr Steve Page, Transport Manager, 07866 836324
Meeting Point: London Heathrow T3

Remarks: 
Chi Lok's father request for pickup service sending him back to London, the school will arrange a taxi for him
Taxi driver: Ady Warne from Warne Cars
Meeting Point: front of the college
Contact no: 07946 088130 - Ady's number
Transport cost per person: £170 approx. (Added to the School Bill)"|"20180816101104"|"AA00080"|"BA032
Chi Lok's father will accompany with him"|485|1
"S036553"|"Y"|"Quest"|"Cathay Pacific"|""|"London Heathrow T3"|"20180903"|"15:15"|"family acknowledged confirmation"|"Remarks:
Yingle will need to stay at a host family for one night accomodation on 3/9

Quest send their own confirmation to P"|"20180822171352"|"AA00080"|"CX257

Yingle will travel alone"|484|1
"S033908"|"Y"|""|"British Airways BA 28"|""|"London Heathrow T5"|"20160901"|"0535"|""|""|"20160816112746"|"AA00066"|""|470|1
"S034041"|"Y"|"School"|"British Airways BA 32"|"GBP55"|"London Heathrow T5"|"20160904"|"0450"|"details confirmed"|"Mrs Lynette Harris will meet Luca from his flight. She will be at the arrivals meeting point holding a Bromsgrove school board.  

The emergency contact number is 07584 315977.

The cost of the transfer will go onto Luca's school bill."|"20160812173918"|"AA00066"|""|468|1
"S036670"|"Y"|"School"|"Cathay Pacific"|""|"London Heathrow T3"|"20180905"|"5:40am"|"request made"|"arrange in mid-Aug"|"20180804144331"|"AA00080"|"CX 251"|483|1
"S033295"|"N"|""|"Cathay Pacific CX357"|""|"Manchester INTL Terminal 2"|"20160905"|"0650"|"confirmation emailed family"|"Emmett will be met at Ronaldsway airport by Mrs Wendy Lang, Housemother of Colbourne House. Her  mobile number is +4407624 493608. She will also be collecting other students from Arrivals in the minivan with the KWC logo."|"20160830174624"|"AA00066"|""|474|1
"S006369"|"Y"|""|"Emirate"|""|"Birmingham"|"20150710"|"1400"|""|""|"20150710134029"|"AA00061"|""|389|1
"S006369"|"N"|""|""|""|""|"20150710"|""|""|""|"20150710134227"|"AA00061"|""|390|2
"S006369"|"N"|""|"Cathay Pacific CX450"|""|"London Heathrow T1"|"20150903"|"0500"|"sch/guardian cfm booking will be made"|"Terminal 1 arrvial lobby"|"20150710144548"|"AA00061"|""|385|1
"S007208"|"N"|""|"British Airways"|""|"London Heathrow T3"|"20170905"|""|"booking made & awt contact details"|""|"20170522144644"|"AA00073"|""|476|1
"S034025"|"Y"|""|"British Airways BA0028"|""|"London Heathrow T5"|"20160904"|"0535"|""|""|"20160718105939"|"AA00007"|""|455|1
"S033991"|"Y"|"School"|"CX251"|""|"Heathrow T3"|"20170805"|"0540"|"confirmation emailed family"|"Bromsgrove staff will be waiting at the arrivals meeting point with a sign.   Student needs to look out for the board as they enter arrival hall."|"20170805152730"|"AA00073"|""|482|1
"S033700"|"Y"|""|"Virgin Atlantic VS207"|""|"London Heathrow T3"|"20160905"|"0530"|""|""|"20160718151007"|"AA00066"|""|457|1
"S006369"|"N"|""|"Cathay Pacific"|""|"London Heathrow T1"|"20150903"|"0500"|""|""|"20150713143026"|"AA00032"|""|393|1
"S006369"|"Y"|""|"British Airways"|""|"Manchester T1"|"20150713"|"1200"|""|""|"20150713143039"|"AA00032"|""|392|2
"S031390"|"Y"|"School"|""|""|""|"20150715"|""|"sch/guardian cfm booking will be made"|""|"20150715153114"|"AA00032"|""|443|1
"S030416"|"Y"|"WHG"|"British Airways BA 28"|""|"London Heathrow T5"|"20150902"|"0535"|"sch/guardian cfm booking will be made"|""|"20150731181813"|"AA00064"|""|447|1
"S006369"|"N"|""|"Air France"|"100"|"London"|"20150903"|"5:00"|"sch/guardian cfm booking will be made"|"airport t3"|"20150713143132"|"AA00032"|""|394|2
"S006369"|"Y"|""|"British Airways"|""|"London Heathrow T5"|"20160104"|"0520"|""|""|"20151015174041"|"AA00003"|""|453|1
"S033563"|"Y"|"Quest"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20160904"|"0620"|"family acknowledged confirmation"|"Start	Sunday 04/09/2016 06:20	
Details	collection LHR (T3) flight CX255 and take to the host family.	
Taxi	JMC Monmouth Ltd 01600 890998	

End	Tuesday 06/09/2016 18:00	
Details	collection from host family and take to school.	
Taxi	JMC Monmouth Ltd 01600 890998	

Host Family	BRINKWORTH Sam	
Address	12 Lakenheath 
Kingsway	
	Gloucester	
	Glous GL2 2DX	
Phone	01452 446068	
Host Mobile	07583 381414	
Host Payment"|"20160903104556"|"AA00066"|""|471|1
"S006369"|"N"|""|"British Airways"|""|"London Heathrow T5"|"20151015"|"0520"|""|""|"20151015174337"|"AA00003"|"will change flight"|454|1
"S034151"|"Y"|""|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20160806"|"0620"|""|""|"20160718151239"|"AA00066"|""|458|1
"S012650"|"N"|""|"Emirate EK0383"|"GBP35"|"Dubai INTL Terminal 3"|"20160903"|"2315"|"details confirmed"|"Crystal is included on the Heathrow coach which will transport her to Malvern St James.

The coach will depart at 9am from London Heathrow Terminal 3 arrivals.  Crystal will find the coach escort which will either be Mrs Vivian Jenkinson or Mrs Joan Turner sitting on the seating arrangement just inside Terminal 3 arrivals terminal.

The cost has still to be determined for this coming academic year but will be approximately £35 00 and will be added to the school bill.

The mobile phone number for the escort will be either 07966 186690 or 0796 8032405"|"20160816114222"|"AA00066"|""|469|1
"S011680"|"Y"|"School"|"BA28"|""|"Heathrow T5"|"20170831"|"0535"|"confirmation emailed family"|"Bromsgrove staff will be waiting at the arrivals meeting point with a sign.   Student need to look out for the board as they enter arrival hall."|"20170805154211"|"AA00073"|""|480|1
"S036806"|"Y"|"School"|"British Airways"|"80GBP"|"London Heathrow T5"|"20180912"|"04:50"|"family acknowledged confirmation"|"Pickup person: Amber cars - Mario, 01604 232666 & quote order no: 001
Meeting person: Arrivals area at 05:45
Payment method: cash fare"|"20180816101123"|"AA00080"|"BA032"|487|1
"S031363"|"Y"|"School"|"Cathay Pacific CX0255"|""|"London Heathrow T3"|"20160830"|"0620"|"confirmation emailed family"|"3 seats are reserved for the family on the school coach collecting the boys at 8:00am on Friday 2nd September from Terminal 3 at Heathrow."|"20160823102842"|"AA00066"|"The family will be travelling in UK and would like to be picked up at Heathrow Airport on 2 Sept (Fri)."|462|1
"S035959"|"N"|""|"Cathay Pacific"|""|"London Heathrow T3"|"20180830"|"05:40"|""|""|"20180817145825"|"AA00080"|"CX0251
mother will take her to school"|486|1
"S030444"|"Y"|"School"|"British Airways BA32"|""|"London Heathrow T5"|"20160903"|"0450"|"family acknowledged confirmation"|"Andrew will take the coach from Heathrow (Route L)  which will be leaving from Terminal 3 at 9am on Saturday 3rd September."|"20160823103019"|"AA00066"|""|456|1
"S033782"|"N"|""|""|""|""|"20160719"|""|""|""|"20160719102641"|"AA00007"|""|460|1
"S036150"|"Y"|"Quest"|"Cathay Pacific"|""|"Manchester T2"|"20180829"|"06:55"|"sch/guardian cfm booking will be made"|"Q sent cfm to P
Meeting Point: Manchester T2
Pickup Person: Taxi driver who will hold the the name board in T2's arrival hall
Contact No: (01202) 88 22 99 (during office hours) & emergency contact 07545 502255 (out of office hours)
Cost: Manchester airport to host family -- approximately £88.50 (Single occupancy) 

Remarks: stay with host family during 29/8 - 1/9, cost of host family is £160 from 29/8/18 – 01/09/18
taxi cost - host family to Shrewsbury school -- approximately £70.80 (Single occupancy)"|"20180822182806"|"AA00080"|"CX0219
Athena will travel alone"|488|1
"S031764"|"Y"|""|"British Airways BA 1370"|""|"Manchester T3"|"20160911"|"09:05"|""|""|"20160719103002"|"AA00065"|"Parents request 3 seats for transportation"|459|2
"S031764"|"N"|""|"British Airways BA 032"|""|"London Heathrow T5"|"20160911"|"04:50"|""|""|"20160719103017"|"AA00065"|""|459|1
"S034236"|"Y"|""|"Cathay Pacific CX357"|""|"Manchester T2"|"20160906"|"06:50"|""|""|"20160719123731"|"AA00065"|""|461|1
"S031633"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20150908"|"15:30"|"sch/guardian cfm booking will be made"|""|"20150714124035"|"AA00032"|""|404|1
"S032910"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20150906"|"04:45"|"sch/guardian cfm booking will be made"|""|"20150714124344"|"AA00032"|""|408|1
"S032911"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20150906"|"04:45"|"sch/guardian cfm booking will be made"|""|"20150714124427"|"AA00032"|""|409|1
"S032441"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20150828"|"05:40"|"sch/guardian cfm booking will be made"|""|"20150714124701"|"AA00032"|""|415|1
"S033044"|"Y"|"Quest"|"British Airways BA26"|""|"London Heathrow T5"|"20150902"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714124912"|"AA00032"|""|416|1
"S012650"|"Y"|""|"Emirate EK0007"|""|"London Heathrow T3"|"20160904"|"0705"|""|""|"20160813115325"|"AA00066"|""|469|2
"S031879"|"N"|""|""|""|""|"20150722"|""|""|""|"20150722152924"|"AA00032"|""|439|2
"S032483"|"Y"|"School"|"Cathay Pacific"|""|"London Heathrow T3"|"20150904"|"07:00"|"sch/guardian cfm booking will be made"|""|"20150714125209"|"AA00032"|""|421|1
"S031728"|"Y"|"School"|"Virgin Atlantic VS207"|""|"London Heathrow T3"|"20150902"|"0525"|"sch/guardian cfm booking will be made"|""|"20150731182517"|"AA00064"|""|448|1
"S031879"|"Y"|"Quest"|"British Airways BA28"|""|"London Heathrow T1"|"20150902"|"0535"|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150722153004"|"AA00032"|""|439|1
"S011924"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125317"|"AA00032"|""|423|1
"S031339"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125334"|"AA00032"|""|424|1
"S032937"|"Y"|"Quest"|"British Airways BA28"|""|"London Heathrow T5"|"20150902"|"0535"|"sch/guardian cfm booking will be made"|""|"20150807100131"|"AA00064"|""|407|1
"S031771"|"Y"|"School"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20150906"|"0620"|"sch/guardian cfm booking will be made"|""|"20150722153146"|"AA00032"|""|425|1
"S032151"|"Y"|"Quest"|"British Airways"|""|"London Heathrow T2"|"20150830"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714125513"|"AA00032"|""|426|1
"S032236"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125529"|"AA00032"|""|427|1
"S006369"|"Y"|""|"British Airways"|""|"Manchester T1"|"20151015"|"1030"|""|""|"20151015174340"|"AA00003"|""|454|2
"S030803"|"Y"|"School"|"British Airways"|""|"London Heathrow T1"|"20150904"|"05:35"|"sch/guardian cfm booking will be made"|""|"20150714125635"|"AA00032"|"Flight no: HKGLHR"|428|1
"S031403"|"Y"|"Quest"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714125659"|"AA00032"|""|429|1
"S032304"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125724"|"AA00032"|""|430|1
"S032468"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20150914"|"14:20"|"sch/guardian cfm booking will be made"|""|"20150714125808"|"AA00032"|""|431|1
"S032740"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125825"|"AA00032"|""|432|1
"S031438"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125845"|"AA00032"|""|433|1
"S032055"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714125859"|"AA00032"|""|434|1
"S032591"|"Y"|"School"|"Cathay Pacific CX357"|""|"London Heathrow T1"|"20150901"|"07:00"|"sch/guardian cfm booking will be made"|""|"20150714125939"|"AA00032"|""|435|1
"S031413"|"Y"|"School"|"British Airways"|""|"London Heathrow T5"|"20150902"|"05:35"|"sch/guardian cfm booking will be made"|""|"20150714130023"|"AA00032"|""|436|1
"S031920"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20150903"|"15:10"|"sch/guardian cfm booking will be made"|""|"20150714130059"|"AA00032"|""|437|1
"S031061"|"Y"|"School"|"British Airways BA026"|""|"London Heathrow T5"|"20150908"|"04:45"|"sch/guardian cfm booking will be made"|""|"20150714130147"|"AA00032"|""|438|1
"S036966"|"N"|""|""|""|""|"20180904"|""|"itin requested"|""|"20180827150437"|"AA00080"|"TBC"|490|1
"S034016"|"Y"|""|"British Airways BA32"|""|"London Heathrow T5"|"20160904"|"0450"|""|""|"20160720103202"|"AA00066"|""|463|1
"S032050"|"Y"|"WHG"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714130241"|"AA00032"|""|441|1
"S031924"|"Y"|"WHG"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714130322"|"AA00032"|""|395|1
"S031133"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130337"|"AA00032"|""|396|1
"S031980"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130351"|"AA00032"|""|397|1
"S032757"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130407"|"AA00032"|""|398|1
"S030634"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130423"|"AA00032"|""|399|1
"S032467"|"Y"|"School"|"British Airways"|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130437"|"AA00032"|""|400|1
"S033048"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130450"|"AA00032"|""|402|1
"S032054"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130500"|"AA00032"|""|403|1
"S032149"|"Y"|"WHG"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|"Guardianship Company"|"20150714130519"|"AA00032"|""|405|1
"S030942"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130533"|"AA00032"|""|406|1
"S034364"|"Y"|""|"British Airways BA028"|""|"London Heathrow T5"|"20160904"|"05:35"|""|""|"20160720131244"|"AA00065"|""|465|1
"S032984"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130558"|"AA00032"|""|410|1
"S008482"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130607"|"AA00032"|""|411|1
"S006369"|"Y"|""|""|""|""|"20190719"|""|""|""|"20190719230413"|""|""|492|1
"S037351"|"Y"|""|"Cathay Pacific"|""|"London Heathrow T3"|"20190804"|"06:20"|""|""|"20190725104135"|"AA00083"|"CX255"|493|1
"S037880"|"Y"|""|""|""|"London Heathrow T3"|"20190901"|"12:00"|""|""|"20190725130345"|"AA00083"|"Etherton Education (Wellington School summer course) will send Anson to Heathrow Airport. Estimated time of arrival will be 11:30AM, so they recommend a collection time of 12:00PM."|494|1
"S037047"|"Y"|""|"Cathay Pacific"|""|"London Heathrow T3"|"20190902"|"0540"|""|""|"20190725152027"|"AA00084"|"CX251
Please arrange pickup together with Kobe's schoolmate Christopher Leung, thank you."|495|1
